"The 2006 District PSSA Writing Scores: % Students at Each Performance Level (Full Academic Year)",,,,,,,,,
"Performance level totals may not add up to 100 due to rounding.",,,,,,,,,
,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number of students","%Advanced Writing","%Proficient Writing","%Basic Writing","%Below Basic Writing"
113361503,"LANCASTER",13,"COLUMBIA BOROUGH SD",11,108,4.6,64.8,24.1,6.5
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",5,292,3.1,66.1,30.5,0.3
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",8,293,8.9,70.6,17.4,3.1
113361703,"LANCASTER",13,"CONESTOGA VALLEY SD",11,328,31.1,64.3,4.3,0.3
113362203,"LANCASTER",13,"DONEGAL SD",5,208,0.0,61.5,38.5,0.0
113362203,"LANCASTER",13,"DONEGAL SD",8,194,7.7,65.5,24.7,2.1
113362203,"LANCASTER",13,"DONEGAL SD",11,204,9.8,77.0,11.8,1.5
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",5,237,3.8,71.3,24.5,0.4
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",8,268,6.0,73.9,19.4,0.7
113362303,"LANCASTER",13,"EASTERN LANCASTER CO SD",11,281,14.2,73.7,11.0,1.1
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",5,286,5.2,66.8,26.9,1.0
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",8,302,14.9,64.2,19.5,1.3
113362403,"LANCASTER",13,"ELIZABETHTOWN AREA SD",11,334,20.7,68.9,9.9,0.6
113362603,"LANCASTER",13,"EPHRATA AREA SD",5,304,5.3,64.1,30.6,0.0
113362603,"LANCASTER",13,"EPHRATA AREA SD",8,285,3.9,71.9,20.7,3.5
113362603,"LANCASTER",13,"EPHRATA AREA SD",11,293,11.6,77.8,9.2,1.4
113363103,"LANCASTER",13,"HEMPFIELD  SD",5,506,2.8,63.8,33.0,0.4
113363103,"LANCASTER",13,"HEMPFIELD  SD",8,602,6.3,61.3,29.4,3.0
113363103,"LANCASTER",13,"HEMPFIELD  SD",11,563,24.0,70.3,4.8,0.9
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",5,233,4.3,68.7,25.8,1.3
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",8,285,13.3,74.7,10.2,1.8
113363603,"LANCASTER",13,"LAMPETER-STRASBURG SD",11,239,15.5,74.9,8.4,1.3
113364002,"LANCASTER",13,"LANCASTER SD",5,786,0.4,28.8,68.6,2.3
113364002,"LANCASTER",13,"LANCASTER SD",8,686,0.9,39.2,50.6,9.3
113364002,"LANCASTER",13,"LANCASTER SD",11,480,4.6,66.7,25.2,3.5
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",5,200,3.0,59.0,37.5,0.5
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",8,238,7.1,74.4,16.4,2.1
113364403,"LANCASTER",13,"MANHEIM CENTRAL SD",11,248,16.5,72.2,10.1,1.2
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",5,398,4.8,63.3,31.4,0.5
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",8,398,8.5,68.6,21.4,1.5
113364503,"LANCASTER",13,"MANHEIM TOWNSHIP SD",11,417,32.1,62.8,4.8,0.2
113365203,"LANCASTER",13,"PENN MANOR SD",5,347,2.9,68.0,27.4,1.7
113365203,"LANCASTER",13,"PENN MANOR SD",8,452,10.8,76.5,12.4,0.2
113365203,"LANCASTER",13,"PENN MANOR SD",11,442,24.9,71.7,3.2,0.2
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",5,137,1.5,73.7,24.1,0.7
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",8,154,5.8,59.7,31.8,2.6
113365303,"LANCASTER",13,"PEQUEA VALLEY SD",11,145,17.9,72.4,9.7,0.0
113367003,"LANCASTER",13,"SOLANCO SD",5,273,0.7,58.2,39.9,1.1
113367003,"LANCASTER",13,"SOLANCO SD",8,335,1.8,57.9,40.0,0.3
113367003,"LANCASTER",13,"SOLANCO SD",11,321,17.4,72.3,9.0,1.2
113369003,"LANCASTER",13,"WARWICK SD",5,364,0.5,50.5,48.6,0.3
113369003,"LANCASTER",13,"WARWICK SD",8,372,5.6,72.6,19.6,2.2
113369003,"LANCASTER",13,"WARWICK SD",11,348,17.5,71.6,10.1,0.9
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",5,171,0.0,49.1,50.3,0.6
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",8,161,5.0,71.4,21.1,2.5
104372003,"LAWRENCE",4,"ELLWOOD CITY AREA SD",11,159,25.8,71.1,3.1,0.0
104374003,"LAWRENCE",4,"LAUREL  SD",5,103,2.9,75.7,20.4,1.0
104374003,"LAWRENCE",4,"LAUREL  SD",8,120,7.5,71.7,18.3,2.5
104374003,"LAWRENCE",4,"LAUREL  SD",11,101,20.8,73.3,5.9,0.0
104375003,"LAWRENCE",4,"MOHAWK AREA SD",5,140,1.4,57.1,41.4,0.0
104375003,"LAWRENCE",4,"MOHAWK AREA SD",8,164,1.2,37.8,54.3,6.7
104375003,"LAWRENCE",4,"MOHAWK AREA SD",11,144,23.6,75.0,1.4,0.0
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",5,86,7.0,69.8,22.1,1.2
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",8,108,3.7,64.8,31.5,0.0
104375203,"LAWRENCE",4,"NESHANNOCK TOWNSHIP SD",11,117,27.4,70.9,0.9,0.9
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",5,283,0.0,57.2,41.7,1.1
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",8,300,0.0,61.0,34.3,4.7
104375302,"LAWRENCE",4,"NEW CASTLE AREA SD",11,191,14.1,68.6,15.7,1.6
104376203,"LAWRENCE",4,"SHENANGO AREA SD",5,90,0.0,46.7,45.6,7.8
104376203,"LAWRENCE",4,"SHENANGO AREA SD",8,104,4.8,77.9,14.4,2.9
104376203,"LAWRENCE",4,"SHENANGO AREA SD",11,94,10.6,79.8,9.6,0.0
104377003,"LAWRENCE",4,"UNION AREA SD",5,66,0.0,48.5,51.5,0.0
104377003,"LAWRENCE",4,"UNION AREA SD",8,71,2.8,57.7,39.4,0.0
104377003,"LAWRENCE",4,"UNION AREA SD",11,56,5.4,92.9,1.8,0.0
104378003,"LAWRENCE",4,"WILMINGTON AREA SD",5,112,0.9,56.3,42.9,0.0
104378003,"LAWRENCE",4,"WILMINGTON AREA SD",8,123,4.1,70.7,25.2,0.0
104378003,"LAWRENCE",4,"WILMINGTON AREA SD",11,124,20.2,70.2,9.7,0.0
113380303,"LEBANON",13,"ANNVILLE-CLEONA SD",5,107,0.9,66.4,31.8,0.9
113380303,"LEBANON",13,"ANNVILLE-CLEONA SD",8,141,10.6,62.4,25.5,1.4
113380303,"LEBANON",13,"ANNVILLE-CLEONA SD",11,135,23.0,68.1,8.9,0.0
113381303,"LEBANON",13,"CORNWALL-LEBANON SD",5,346,1.4,62.4,36.1,0.0
113381303,"LEBANON",13,"CORNWALL-LEBANON SD",8,375,9.9,70.4,18.1,1.6
113381303,"LEBANON",13,"CORNWALL-LEBANON SD",11,358,18.2,75.7,6.1,0.0
113382303,"LEBANON",13,"EASTERN LEBANON CO SD",5,183,1.6,46.4,50.8,1.1
113382303,"LEBANON",13,"EASTERN LEBANON CO SD",8,198,4.0,70.2,25.3,0.5
113382303,"LEBANON",13,"EASTERN LEBANON CO SD",11,197,14.2,69.5,15.7,0.5
113384603,"LEBANON",13,"LEBANON SD",5,302,0.3,43.7,55.0,1.0
113384603,"LEBANON",13,"LEBANON SD",8,243,0.8,33.3,57.2,8.6
113384603,"LEBANON",13,"LEBANON SD",11,230,2.2,76.5,19.6,1.7
113385003,"LEBANON",13,"NORTHERN LEBANON SD",5,187,0.5,46.0,52.9,0.5
113385003,"LEBANON",13,"NORTHERN LEBANON SD",8,183,1.1,53.6,41.5,3.8
113385003,"LEBANON",13,"NORTHERN LEBANON SD",11,188,8.0,67.0,23.9,1.1
113385303,"LEBANON",13,"PALMYRA AREA SD",5,253,2.8,50.2,46.2,0.8
113385303,"LEBANON",13,"PALMYRA AREA SD",8,249,11.2,67.5,20.5,0.8
113385303,"LEBANON",13,"PALMYRA AREA SD",11,216,16.7,69.4,13.0,0.9
121390302,"LEHIGH",21,"ALLENTOWN CITY SD",5,"1,245",1.0,37.9,59.2,1.8
121390302,"LEHIGH",21,"ALLENTOWN CITY SD",8,"1,218",1.3,57.0,36.5,5.3
121390302,"LEHIGH",21,"ALLENTOWN CITY SD",11,889,5.6,68.3,24.9,1.2
121391303,"LEHIGH",21,"CATASAUQUA AREA SD",5,117,0.9,69.2,28.2,1.7
121391303,"LEHIGH",21,"CATASAUQUA AREA SD",8,143,4.2,70.6,25.2,0.0
121391303,"LEHIGH",21,"CATASAUQUA AREA SD",11,122,20.5,73.8,5.7,0.0
121392303,"LEHIGH",21,"EAST PENN SD",5,535,6.5,67.7,25.2,0.6
121392303,"LEHIGH",21,"EAST PENN SD",8,605,3.8,65.3,30.2,0.7
121392303,"LEHIGH",21,"EAST PENN SD",11,613,28.5,62.5,8.2,0.8
121394503,"LEHIGH",21,"NORTHERN LEHIGH SD",5,149,2.7,71.1,25.5,0.7
121394503,"LEHIGH",21,"NORTHERN LEHIGH SD",8,183,1.1,54.1,42.1,2.7
121394503,"LEHIGH",21,"NORTHERN LEHIGH SD",11,153,15.7,64.7,19.0,0.7
121394603,"LEHIGH",21,"NORTHWESTERN LEHIGH SD",5,163,1.8,56.4,40.5,1.2
121394603,"LEHIGH",21,"NORTHWESTERN LEHIGH SD",8,195,5.6,61.5,30.3,2.6
121394603,"LEHIGH",21,"NORTHWESTERN LEHIGH SD",11,202,16.8,76.7,6.4,0.0
121395103,"LEHIGH",21,"PARKLAND SD",5,697,4.0,61.7,34.1,0.1
121395103,"LEHIGH",21,"PARKLAND SD",8,750,11.1,78.1,10.4,0.4
121395103,"LEHIGH",21,"PARKLAND SD",11,723,36.0,61.8,2.2,0.0
121395603,"LEHIGH",21,"SALISBURY TOWNSHIP SD",5,131,7.6,68.7,23.7,0.0
121395603,"LEHIGH",21,"SALISBURY TOWNSHIP SD",8,150,0.7,40.7,57.3,1.3
121395603,"LEHIGH",21,"SALISBURY TOWNSHIP SD",11,182,29.1,65.9,4.9,0.0
121395703,"LEHIGH",21,"SOUTHERN LEHIGH SD",5,211,3.3,54.0,42.2,0.5
121395703,"LEHIGH",21,"SOUTHERN LEHIGH SD",8,243,8.2,68.3,23.5,0.0
121395703,"LEHIGH",21,"SOUTHERN LEHIGH SD",11,239,23.0,68.2,8.8,0.0
121397803,"LEHIGH",21,"WHITEHALL-COPLAY SD",5,312,1.3,59.3,39.1,0.3
121397803,"LEHIGH",21,"WHITEHALL-COPLAY SD",8,310,1.9,54.8,41.6,1.6
121397803,"LEHIGH",21,"WHITEHALL-COPLAY SD",11,332,12.7,73.8,12.7,0.9
118401403,"LUZERNE",18,"CRESTWOOD SD",5,218,1.4,68.3,30.3,0.0
118401403,"LUZERNE",18,"CRESTWOOD SD",8,226,4.0,56.6,37.2,2.2
118401403,"LUZERNE",18,"CRESTWOOD SD",11,247,14.2,71.7,13.0,1.2
118401603,"LUZERNE",18,"DALLAS SD",5,183,1.1,75.4,23.5,0.0
118401603,"LUZERNE",18,"DALLAS SD",8,210,4.8,80.0,13.8,1.4
118401603,"LUZERNE",18,"DALLAS SD",11,189,40.2,57.1,1.6,1.1
118402603,"LUZERNE",18,"GREATER NANTICOKE AREA SD",5,166,0.6,33.7,65.7,0.0
118402603,"LUZERNE",18,"GREATER NANTICOKE AREA SD",8,181,3.3,53.6,39.8,3.3
118402603,"LUZERNE",18,"GREATER NANTICOKE AREA SD",11,181,5.0,77.3,17.7,0.0
118403003,"LUZERNE",18,"HANOVER AREA SD",5,138,1.4,53.6,44.9,0.0
118403003,"LUZERNE",18,"HANOVER AREA SD",8,170,7.6,71.2,18.2,2.9
118403003,"LUZERNE",18,"HANOVER AREA SD",11,151,21.2,68.2,9.9,0.7
118403302,"LUZERNE",18,"HAZLETON AREA SD",5,704,0.9,56.0,42.5,0.7
118403302,"LUZERNE",18,"HAZLETON AREA SD",8,780,3.2,66.4,27.4,2.9
118403302,"LUZERNE",18,"HAZLETON AREA SD",11,714,10.4,80.3,8.8,0.6
118403903,"LUZERNE",18,"LAKE-LEHMAN SD",5,161,0.6,67.7,30.4,1.2
118403903,"LUZERNE",18,"LAKE-LEHMAN SD",8,187,7.5,71.7,18.7,2.1
118403903,"LUZERNE",18,"LAKE-LEHMAN SD",11,157,19.1,75.2,5.7,0.0
118406003,"LUZERNE",18,"NORTHWEST AREA SD",5,113,0.0,46.0,52.2,1.8
118406003,"LUZERNE",18,"NORTHWEST AREA SD",8,135,7.4,74.8,15.6,2.2
118406003,"LUZERNE",18,"NORTHWEST AREA SD",11,112,15.2,80.4,3.6,0.9
118406602,"LUZERNE",18,"PITTSTON AREA SD",5,215,0.9,53.0,46.0,0.0
118406602,"LUZERNE",18,"PITTSTON AREA SD",8,243,7.0,65.0,26.7,1.2
118406602,"LUZERNE",18,"PITTSTON AREA SD",11,235,11.5,79.6,8.9,0.0
118408852,"LUZERNE",18,"WILKES-BARRE AREA SD",5,441,0.7,69.4,29.5,0.5
118408852,"LUZERNE",18,"WILKES-BARRE AREA SD",8,529,11.0,70.7,17.2,1.1
118408852,"LUZERNE",18,"WILKES-BARRE AREA SD",11,530,28.3,68.1,3.6,0.0
118409203,"LUZERNE",18,"WYOMING AREA SD",5,183,7.7,73.8,18.6,0.0
118409203,"LUZERNE",18,"WYOMING AREA SD",8,202,11.9,77.7,9.4,1.0
118409203,"LUZERNE",18,"WYOMING AREA SD",11,196,36.2,59.7,4.1,0.0
118409302,"LUZERNE",18,"WYOMING VALLEY WEST SD",5,382,0.5,64.7,33.2,1.6
118409302,"LUZERNE",18,"WYOMING VALLEY WEST SD",8,444,4.7,66.2,24.8,4.3
118409302,"LUZERNE",18,"WYOMING VALLEY WEST SD",11,342,8.2,74.6,17.3,0.0
117412003,"LYCOMING",17,"EAST LYCOMING SD",5,110,2.7,70.0,26.4,0.9
117412003,"LYCOMING",17,"EAST LYCOMING SD",8,130,25.4,66.2,8.5,0.0
117412003,"LYCOMING",17,"EAST LYCOMING SD",11,145,24.1,69.7,6.2,0.0
117414003,"LYCOMING",17,"JERSEY SHORE AREA SD",5,203,0.5,44.8,54.2,0.5
117414003,"LYCOMING",17,"JERSEY SHORE AREA SD",8,225,3.6,76.4,19.1,0.9
117414003,"LYCOMING",17,"JERSEY SHORE AREA SD",11,224,13.8,78.1,7.6,0.4
117414203,"LYCOMING",17,"LOYALSOCK TOWNSHIP SD",5,98,1.0,48.0,51.0,0.0
117414203,"LYCOMING",17,"LOYALSOCK TOWNSHIP SD",8,126,8.7,60.3,28.6,2.4
117414203,"LYCOMING",17,"LOYALSOCK TOWNSHIP SD",11,118,16.9,75.4,5.9,1.7
117415004,"LYCOMING",17,"MONTGOMERY AREA SD",5,78,2.6,65.4,32.1,0.0
117415004,"LYCOMING",17,"MONTGOMERY AREA SD",8,78,5.1,71.8,21.8,1.3
117415004,"LYCOMING",17,"MONTGOMERY AREA SD",11,72,12.5,80.6,6.9,0.0
117415103,"LYCOMING",17,"MONTOURSVILLE AREA SD",5,130,3.1,69.2,26.9,0.8
117415103,"LYCOMING",17,"MONTOURSVILLE AREA SD",8,198,8.1,83.8,7.1,1.0
117415103,"LYCOMING",17,"MONTOURSVILLE AREA SD",11,168,20.8,75.0,3.6,0.6
117415303,"LYCOMING",17,"MUNCY SD",5,68,2.9,80.9,16.2,0.0
117415303,"LYCOMING",17,"MUNCY SD",8,88,9.1,77.3,12.5,1.1
117415303,"LYCOMING",17,"MUNCY SD",11,69,15.9,81.2,2.9,0.0
117416103,"LYCOMING",17,"SOUTH WILLIAMSPORT AREA SD",5,102,2.0,51.0,45.1,2.0
117416103,"LYCOMING",17,"SOUTH WILLIAMSPORT AREA SD",8,122,6.6,66.4,24.6,2.5
117416103,"LYCOMING",17,"SOUTH WILLIAMSPORT AREA SD",11,108,11.1,82.4,5.6,0.9
117417202,"LYCOMING",17,"WILLIAMSPORT AREA SD",5,394,3.8,53.3,42.6,0.3
117417202,"LYCOMING",17,"WILLIAMSPORT AREA SD",8,477,4.8,65.8,27.3,2.1
117417202,"LYCOMING",17,"WILLIAMSPORT AREA SD",11,396,6.3,77.0,14.4,2.3
109420803,"MCKEAN",9,"BRADFORD AREA SD",5,199,0.5,58.3,41.2,0.0
109420803,"MCKEAN",9,"BRADFORD AREA SD",8,254,0.8,42.9,48.0,8.3
109420803,"MCKEAN",9,"BRADFORD AREA SD",11,205,6.8,76.6,15.1,1.5
109422303,"MCKEAN",9,"KANE AREA SD",5,99,1.0,22.2,74.7,2.0
109422303,"MCKEAN",9,"KANE AREA SD",8,122,5.7,64.8,28.7,0.8
109422303,"MCKEAN",9,"KANE AREA SD",11,87,5.7,79.3,14.9,0.0
109426003,"MCKEAN",9,"OTTO-ELDRED SD",5,43,2.3,86.0,11.6,0.0
109426003,"MCKEAN",9,"OTTO-ELDRED SD",8,75,1.3,74.7,24.0,0.0
109426003,"MCKEAN",9,"OTTO-ELDRED SD",11,62,3.2,67.7,27.4,1.6
109426303,"MCKEAN",9,"PORT ALLEGANY SD",5,70,0.0,48.6,50.0,1.4
109426303,"MCKEAN",9,"PORT ALLEGANY SD",8,72,5.6,41.7,43.1,9.7
109426303,"MCKEAN",9,"PORT ALLEGANY SD",11,85,7.1,72.9,18.8,1.2
109427503,"MCKEAN",9,"SMETHPORT AREA SD",5,71,0.0,73.2,23.9,2.8
109427503,"MCKEAN",9,"SMETHPORT AREA SD",8,70,0.0,30.0,68.6,1.4
109427503,"MCKEAN",9,"SMETHPORT AREA SD",11,88,9.1,72.7,17.0,1.1
104431304,"MERCER",4,"COMMODORE PERRY SD",5,48,0.0,27.1,70.8,2.1
104431304,"MERCER",4,"COMMODORE PERRY SD",8,53,3.8,73.6,22.6,0.0
104431304,"MERCER",4,"COMMODORE PERRY SD",11,49,8.2,87.8,4.1,0.0
104432503,"MERCER",4,"FARRELL AREA SD",5,80,0.0,27.5,71.3,1.3
104432503,"MERCER",4,"FARRELL AREA SD",8,68,0.0,54.4,42.6,2.9
104432503,"MERCER",4,"FARRELL AREA SD",11,54,9.3,72.2,18.5,0.0
104432803,"MERCER",4,"GREENVILLE AREA SD",5,105,1.0,47.6,51.4,0.0
104432803,"MERCER",4,"GREENVILLE AREA SD",8,139,3.6,36.0,55.4,5.0
104432803,"MERCER",4,"GREENVILLE AREA SD",11,116,7.8,73.3,19.0,0.0
104432903,"MERCER",4,"GROVE CITY AREA SD",5,175,0.6,61.7,37.7,0.0
104432903,"MERCER",4,"GROVE CITY AREA SD",8,207,6.3,80.2,12.6,1.0
104432903,"MERCER",4,"GROVE CITY AREA SD",11,187,24.6,72.2,2.7,0.5
104433303,"MERCER",4,"HERMITAGE SD",5,159,0.6,52.8,45.3,1.3
104433303,"MERCER",4,"HERMITAGE SD",8,146,4.8,63.7,30.8,0.7
104433303,"MERCER",4,"HERMITAGE SD",11,172,15.1,67.4,16.3,1.2
104433604,"MERCER",4,"JAMESTOWN AREA SD",5,40,0.0,42.5,57.5,0.0
104433604,"MERCER",4,"JAMESTOWN AREA SD",8,48,18.8,70.8,10.4,0.0
104433604,"MERCER",4,"JAMESTOWN AREA SD",11,55,14.5,67.3,18.2,0.0
104433903,"MERCER",4,"LAKEVIEW SD",5,103,0.0,60.2,39.8,0.0
104433903,"MERCER",4,"LAKEVIEW SD",8,106,6.6,73.6,17.0,2.8
104433903,"MERCER",4,"LAKEVIEW SD",11,113,23.9,72.6,3.5,0.0
104435003,"MERCER",4,"MERCER AREA SD",5,118,0.8,81.4,17.8,0.0
104435003,"MERCER",4,"MERCER AREA SD",8,109,3.7,61.5,33.0,1.8
104435003,"MERCER",4,"MERCER AREA SD",11,118,14.4,78.8,6.8,0.0
104435303,"MERCER",4,"REYNOLDS SD",5,99,0.0,40.4,58.6,1.0
104435303,"MERCER",4,"REYNOLDS SD",8,90,2.2,74.4,22.2,1.1
104435303,"MERCER",4,"REYNOLDS SD",11,118,12.7,78.0,8.5,0.8
104435603,"MERCER",4,"SHARON CITY SD",5,168,0.6,47.0,52.4,0.0
104435603,"MERCER",4,"SHARON CITY SD",8,180,1.1,54.4,41.7,2.8
104435603,"MERCER",4,"SHARON CITY SD",11,129,8.5,79.8,10.9,0.8
104435703,"MERCER",4,"SHARPSVILLE AREA SD",5,90,0.0,42.2,54.4,3.3
104435703,"MERCER",4,"SHARPSVILLE AREA SD",8,110,6.4,76.4,13.6,3.6
104435703,"MERCER",4,"SHARPSVILLE AREA SD",11,115,20.9,74.8,4.3,0.0
104437503,"MERCER",4,"WEST MIDDLESEX AREA SD",5,91,0.0,53.8,45.1,1.1
104437503,"MERCER",4,"WEST MIDDLESEX AREA SD",8,83,1.2,53.0,45.8,0.0
104437503,"MERCER",4,"WEST MIDDLESEX AREA SD",11,123,26.0,71.5,2.4,0.0
111444602,"MIFFLIN",11,"MIFFLIN COUNTY SD",5,398,0.3,47.2,50.5,2.0
111444602,"MIFFLIN",11,"MIFFLIN COUNTY SD",8,462,2.2,47.2,46.1,4.5
111444602,"MIFFLIN",11,"MIFFLIN COUNTY SD",11,456,3.7,66.2,27.2,2.9
120452003,"MONROE",20,"EAST STROUDSBURG AREA SD",5,607,1.6,56.5,41.7,0.2
120452003,"MONROE",20,"EAST STROUDSBURG AREA SD",8,685,2.5,59.9,36.4,1.3
120452003,"MONROE",20,"EAST STROUDSBURG AREA SD",11,571,16.1,69.0,12.8,2.1
120455203,"MONROE",20,"PLEASANT VALLEY SD",5,539,0.4,55.8,43.6,0.2
120455203,"MONROE",20,"PLEASANT VALLEY SD",8,529,3.8,52.0,42.5,1.7
120455203,"MONROE",20,"PLEASANT VALLEY SD",11,503,15.9,75.9,7.8,0.4
120455403,"MONROE",20,"POCONO MOUNTAIN SD",5,816,0.4,38.2,60.8,0.6
120455403,"MONROE",20,"POCONO MOUNTAIN SD",8,906,3.3,55.7,38.0,3.0
120455403,"MONROE",20,"POCONO MOUNTAIN SD",11,939,8.4,80.3,10.9,0.4
120456003,"MONROE",20,"STROUDSBURG AREA SD",5,389,0.8,62.7,36.2,0.3
120456003,"MONROE",20,"STROUDSBURG AREA SD",8,482,3.3,72.2,22.8,1.7
120456003,"MONROE",20,"STROUDSBURG AREA SD",11,379,23.7,66.2,9.8,0.3
123460302,"MONTGOMERY",23,"ABINGTON SD",5,540,1.5,65.7,32.6,0.2
123460302,"MONTGOMERY",23,"ABINGTON SD",8,596,9.1,75.2,15.3,0.5
123460302,"MONTGOMERY",23,"ABINGTON SD",11,631,26.1,68.1,5.1,0.6
123461302,"MONTGOMERY",23,"CHELTENHAM TOWNSHIP SD",5,334,4.5,69.2,26.0,0.3
123461302,"MONTGOMERY",23,"CHELTENHAM TOWNSHIP SD",8,337,16.0,73.0,10.1,0.9
123461302,"MONTGOMERY",23,"CHELTENHAM TOWNSHIP SD",11,407,32.7,61.7,5.2,0.5
123461602,"MONTGOMERY",23,"COLONIAL SD",5,334,8.7,72.5,18.6,0.3
123461602,"MONTGOMERY",23,"COLONIAL SD",8,345,7.2,75.7,15.7,1.4
123461602,"MONTGOMERY",23,"COLONIAL SD",11,360,17.5,67.8,13.1,1.7
123463603,"MONTGOMERY",23,"HATBORO-HORSHAM SD",5,374,2.4,74.6,22.7,0.3
123463603,"MONTGOMERY",23,"HATBORO-HORSHAM SD",8,421,5.5,79.6,14.5,0.5
123463603,"MONTGOMERY",23,"HATBORO-HORSHAM SD",11,448,13.4,74.8,11.2,0.7
123463803,"MONTGOMERY",23,"JENKINTOWN SD",5,50,0.0,46.0,54.0,0.0
123463803,"MONTGOMERY",23,"JENKINTOWN SD",8,43,20.9,65.1,9.3,4.7
123463803,"MONTGOMERY",23,"JENKINTOWN SD",11,50,16.0,82.0,2.0,0.0
123464502,"MONTGOMERY",23,"LOWER MERION SD",5,493,6.7,68.0,25.4,0.0
123464502,"MONTGOMERY",23,"LOWER MERION SD",8,563,9.8,73.9,14.4,2.0
123464502,"MONTGOMERY",23,"LOWER MERION SD",11,614,40.7,55.0,3.6,0.7
123464603,"MONTGOMERY",23,"LOWER MORELAND TOWNSHIP SD",5,148,6.1,86.5,6.8,0.7
123464603,"MONTGOMERY",23,"LOWER MORELAND TOWNSHIP SD",8,147,27.2,63.3,9.5,0.0
123464603,"MONTGOMERY",23,"LOWER MORELAND TOWNSHIP SD",11,162,29.0,67.9,2.5,0.6
123465303,"MONTGOMERY",23,"METHACTON SD",5,418,4.3,72.2,23.2,0.2
123465303,"MONTGOMERY",23,"METHACTON SD",8,429,10.5,77.6,10.3,1.6
123465303,"MONTGOMERY",23,"METHACTON SD",11,416,11.5,76.0,12.5,0.0
123465602,"MONTGOMERY",23,"NORRISTOWN SD",5,439,0.2,24.6,74.3,0.9
123465602,"MONTGOMERY",23,"NORRISTOWN SD",8,462,0.9,37.4,57.1,4.5
123465602,"MONTGOMERY",23,"NORRISTOWN SD",11,343,2.9,60.3,34.4,2.3
123465702,"MONTGOMERY",23,"NORTH PENN SD",5,937,4.1,74.6,21.3,0.0
123465702,"MONTGOMERY",23,"NORTH PENN SD",8,"1,015",7.8,74.0,16.9,1.3
123465702,"MONTGOMERY",23,"NORTH PENN SD",11,"1,030",23.1,74.1,2.6,0.2
123466103,"MONTGOMERY",23,"PERKIOMEN VALLEY SD",5,453,2.4,67.3,29.6,0.7
123466103,"MONTGOMERY",23,"PERKIOMEN VALLEY SD",8,355,5.1,71.5,22.8,0.6
123466103,"MONTGOMERY",23,"PERKIOMEN VALLEY SD",11,344,14.5,75.3,9.6,0.6
123466303,"MONTGOMERY",23,"POTTSGROVE SD",5,224,2.7,50.4,46.0,0.9
123466303,"MONTGOMERY",23,"POTTSGROVE SD",8,264,0.4,44.7,51.5,3.4
123466303,"MONTGOMERY",23,"POTTSGROVE SD",11,196,7.7,69.9,19.9,2.6
123466403,"MONTGOMERY",23,"POTTSTOWN SD",5,234,0.4,56.4,42.7,0.4
123466403,"MONTGOMERY",23,"POTTSTOWN SD",8,223,3.1,56.1,37.7,3.1
123466403,"MONTGOMERY",23,"POTTSTOWN SD",11,167,10.8,70.7,13.8,4.8
123467103,"MONTGOMERY",23,"SOUDERTON AREA SD",5,485,7.4,66.6,26.0,0.0
123467103,"MONTGOMERY",23,"SOUDERTON AREA SD",8,535,6.5,70.3,22.4,0.7
123467103,"MONTGOMERY",23,"SOUDERTON AREA SD",11,482,23.9,69.7,6.4,0.0
123467203,"MONTGOMERY",23,"SPRINGFIELD TOWNSHIP SD",5,164,0.6,68.9,30.5,0.0
123467203,"MONTGOMERY",23,"SPRINGFIELD TOWNSHIP SD",8,165,15.2,70.9,13.9,0.0
123467203,"MONTGOMERY",23,"SPRINGFIELD TOWNSHIP SD",11,164,23.2,68.3,5.5,3.0
123467303,"MONTGOMERY",23,"SPRING-FORD AREA SD",5,578,2.6,55.0,42.4,0.0
123467303,"MONTGOMERY",23,"SPRING-FORD AREA SD",8,530,0.9,43.4,53.2,2.5
123467303,"MONTGOMERY",23,"SPRING-FORD AREA SD",11,393,11.2,79.4,9.2,0.3
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",5,337,6.2,73.3,20.2,0.3
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",8,350,23.1,72.3,4.3,0.3
123468303,"MONTGOMERY",23,"UPPER DUBLIN SD",11,381,27.0,66.9,5.8,0.3
