"AUN","County","IU","District Name","Grade","% Advanced/Proficient Math","% Advanced/Proficient Reading","Number Scored Math","% Advanced Math","% Proficient Math","% Basic Math","% Below Basic Math","Number Scored Reading","% Advanced Reading","% Proficient Reading","% Basic Reading","% Below Basic Reading"
103029203,"ALLEGHENY",3,"UPPER SAINT CLAIR SD",11,87.2,94.3,350,66.6,20.6,9.1,3.7,350,73.4,20.9,3.4,2.3
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",3,88.0,78.0,250,54.0,34.0,11.0,1.0,250,34.0,44.0,14.0,8.0
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",5,83.0,76.8,229,47.2,35.8,13.5,3.5,229,33.6,43.2,14.0,9.2
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",8,66.7,71.4,276,31.9,34.8,19.2,14.1,276,38.4,33.0,16.7,12.0
103029403,"ALLEGHENY",3,"WEST ALLEGHENY SD",11,61.7,78.0,227,30.4,31.3,14.1,24.2,227,46.7,31.3,9.7,12.3
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",3,96.0,90.0,216,77.0,19.0,3.0,1.0,215,54.0,36.0,5.0,5.0
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",5,91.8,89.1,194,58.8,33.0,7.7,0.5,194,41.2,47.9,9.8,1.0
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",8,75.8,77.5,235,52.8,23.0,14.5,9.8,235,42.6,34.9,13.6,8.9
103029553,"ALLEGHENY",3,"WEST JEFFERSON HILLS SD",11,82.4,89.0,228,49.1,33.3,10.5,7.0,228,57.9,31.1,7.0,3.9
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",3,84.0,67.0,251,35.0,49.0,12.0,5.0,250,22.0,45.0,18.0,15.0
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",5,61.3,55.0,220,32.7,28.6,25.9,12.7,220,17.7,37.3,20.9,24.1
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",8,62.3,60.8,276,35.1,27.2,22.8,14.9,276,25.7,35.1,19.6,19.6
103029603,"ALLEGHENY",3,"WEST MIFFLIN AREA SD",11,45.6,66.9,259,20.1,25.5,19.3,35.1,260,26.9,40.0,11.5,21.5
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",3,48.0,28.0,103,7.0,41.0,25.0,27.0,103,5.0,23.0,34.0,38.0
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",5,42.2,29.7,128,21.9,20.3,35.2,22.7,128,1.6,28.1,26.6,43.8
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",8,13.5,17.9,126,3.2,10.3,29.4,57.1,123,4.1,13.8,19.5,62.6
103029803,"ALLEGHENY",3,"WILKINSBURG BOROUGH SD",11,13.2,21.1,76,6.6,6.6,14.5,72.4,76,6.6,14.5,17.1,61.8
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",3,"*","*",6,"*","*","*","*",6,"*","*","*","*"
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",5,59.6,52.1,376,28.7,30.9,22.9,17.6,376,9.3,42.8,19.7,28.2
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",8,41.1,48.2,424,20.8,20.3,23.3,35.6,423,23.9,24.3,19.1,32.6
103029902,"ALLEGHENY",3,"WOODLAND HILLS SD",11,32.0,54.3,384,13.5,18.5,18.0,50.0,383,24.0,30.3,15.9,29.8
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD",3,80.0,84.0,110,45.0,35.0,19.0,2.0,109,26.0,58.0,12.0,5.0
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD",5,72.8,70.8,121,43.0,29.8,19.0,8.3,120,20.0,50.8,22.5,6.7
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD",8,65.7,73.2,108,32.4,33.3,21.3,13.0,108,38.9,34.3,14.8,12.0
128030603,"ARMSTRONG",28,"APOLLO-RIDGE SD",11,51.7,74.8,91,16.5,35.2,15.4,33.0,91,36.3,38.5,9.9,15.4
128030852,"ARMSTRONG",28,"ARMSTRONG SD",3,89.0,72.0,457,57.0,32.0,8.0,4.0,457,32.0,40.0,18.0,9.0
128030852,"ARMSTRONG",28,"ARMSTRONG SD",5,65.8,67.1,468,32.3,33.5,24.1,10.0,468,20.1,47.0,18.8,14.1
128030852,"ARMSTRONG",28,"ARMSTRONG SD",8,61.3,59.8,562,31.1,30.2,20.5,18.1,562,26.7,33.1,20.6,19.6
128030852,"ARMSTRONG",28,"ARMSTRONG SD",11,55.6,75.8,306,22.9,32.7,20.6,23.9,306,36.3,39.5,8.8,15.4
128033053,"ARMSTRONG",28,"FREEPORT AREA SD",3,95.0,82.0,153,71.0,24.0,3.0,2.0,153,47.0,35.0,10.0,8.0
128033053,"ARMSTRONG",28,"FREEPORT AREA SD",5,88.3,85.1,162,64.8,23.5,8.0,3.7,161,45.3,39.8,7.5,7.5
128033053,"ARMSTRONG",28,"FREEPORT AREA SD",8,82.0,84.5,161,53.4,28.6,11.2,6.8,161,51.6,32.9,10.6,5.0
128033053,"ARMSTRONG",28,"FREEPORT AREA SD",11,64.5,83.5,152,37.5,27.0,14.5,21.1,152,43.4,40.1,12.5,3.9
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD",3,86.0,74.0,64,48.0,38.0,8.0,6.0,65,31.0,43.0,17.0,9.0
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD",5,80.9,76.1,68,61.8,19.1,11.8,7.4,67,40.3,35.8,11.9,11.9
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD",8,64.3,65.7,70,25.7,38.6,25.7,10.0,70,24.3,41.4,14.3,20.0
128034503,"ARMSTRONG",28,"LEECHBURG AREA SD",11,55.5,87.0,54,29.6,25.9,20.4,24.1,54,50.0,37.0,5.6,7.4
127040503,"BEAVER",27,"ALIQUIPPA SD",3,76.0,54.0,91,42.0,34.0,19.0,5.0,91,16.0,38.0,21.0,24.0
127040503,"BEAVER",27,"ALIQUIPPA SD",5,29.8,25.0,104,6.7,23.1,33.7,36.5,104,5.8,19.2,18.3,56.7
127040503,"BEAVER",27,"ALIQUIPPA SD",8,26.7,35.2,90,5.6,21.1,22.2,51.1,91,9.9,25.3,19.8,45.1
127040503,"BEAVER",27,"ALIQUIPPA SD",11,17.0,27.9,88,4.5,12.5,21.6,61.4,86,3.5,24.4,14.0,58.1
127040703,"BEAVER",27,"AMBRIDGE AREA SD",3,93.0,78.0,197,73.0,20.0,4.0,3.0,197,41.0,37.0,13.0,10.0
127040703,"BEAVER",27,"AMBRIDGE AREA SD",5,76.1,71.0,222,46.8,29.3,14.4,9.5,221,26.2,44.8,16.7,12.2
127040703,"BEAVER",27,"AMBRIDGE AREA SD",8,64.5,61.9,239,36.0,28.5,16.3,19.2,239,23.8,38.1,17.2,20.9
127040703,"BEAVER",27,"AMBRIDGE AREA SD",11,55.9,67.3,229,33.6,22.3,15.7,28.4,229,34.5,32.8,11.4,21.4
127041203,"BEAVER",27,"BEAVER AREA SD",3,95.0,84.0,139,65.0,30.0,4.0,1.0,139,43.0,41.0,9.0,7.0
127041203,"BEAVER",27,"BEAVER AREA SD",5,81.3,78.8,160,48.8,32.5,10.6,8.1,160,40.0,38.8,13.8,7.5
127041203,"BEAVER",27,"BEAVER AREA SD",8,81.1,77.1,174,55.2,25.9,12.6,6.3,174,46.6,30.5,16.1,6.9
127041203,"BEAVER",27,"BEAVER AREA SD",11,65.3,87.8,164,35.4,29.9,25.0,9.8,164,48.8,39.0,8.5,3.7
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S",3,94.0,78.0,120,68.0,26.0,2.0,5.0,120,43.0,35.0,11.0,11.0
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S",5,71.0,61.3,155,46.5,24.5,18.7,10.3,155,17.4,43.9,18.7,20.0
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S",8,66.7,51.7,147,38.1,28.6,17.7,15.6,147,21.8,29.9,21.1,27.2
127041503,"BEAVER",27,"BIG BEAVER FALLS AREA S",11,45.4,60.1,154,12.3,33.1,24.7,29.9,153,20.9,39.2,17.6,22.2
127041603,"BEAVER",27,"BLACKHAWK SD",3,96.0,82.0,202,76.0,20.0,2.0,1.0,201,41.0,41.0,14.0,4.0
127041603,"BEAVER",27,"BLACKHAWK SD",5,91.4,74.0,196,58.2,33.2,7.1,1.5,196,23.0,51.0,17.9,8.2
127041603,"BEAVER",27,"BLACKHAWK SD",8,71.0,68.6,255,37.3,33.7,17.3,11.8,255,34.5,34.1,15.7,15.7
127041603,"BEAVER",27,"BLACKHAWK SD",11,53.3,72.8,229,28.8,24.5,23.1,23.6,228,38.2,34.6,14.9,12.3
127041903,"BEAVER",27,"CENTER AREA SD",3,95.0,85.0,121,75.0,20.0,2.0,2.0,120,43.0,42.0,8.0,8.0
127041903,"BEAVER",27,"CENTER AREA SD",5,84.5,80.8,142,48.6,35.9,13.4,2.1,141,32.6,48.2,11.3,7.8
127041903,"BEAVER",27,"CENTER AREA SD",8,76.6,88.3,179,49.2,27.4,18.4,5.0,179,63.7,24.6,8.4,3.4
127041903,"BEAVER",27,"CENTER AREA SD",11,68.2,68.8,157,32.5,35.7,16.6,15.3,157,35.7,33.1,13.4,17.8
127042853,"BEAVER",27,"FREEDOM AREA SD",3,89.0,77.0,122,64.0,25.0,7.0,4.0,122,38.0,39.0,11.0,11.0
127042853,"BEAVER",27,"FREEDOM AREA SD",5,76.8,69.4,125,37.6,39.2,16.8,6.4,124,20.2,49.2,16.9,13.7
127042853,"BEAVER",27,"FREEDOM AREA SD",8,69.7,59.9,152,37.5,32.2,19.7,10.5,152,32.9,27.0,18.4,21.7
127042853,"BEAVER",27,"FREEDOM AREA SD",11,42.2,53.6,128,18.0,24.2,25.8,32.0,125,17.6,36.0,15.2,31.2
127044103,"BEAVER",27,"HOPEWELL AREA SD",3,96.0,81.0,181,72.0,24.0,4.0,1.0,181,33.0,48.0,13.0,7.0
127044103,"BEAVER",27,"HOPEWELL AREA SD",5,78.4,67.5,209,54.5,23.9,14.4,7.2,209,24.9,42.6,16.7,15.8
127044103,"BEAVER",27,"HOPEWELL AREA SD",8,66.7,59.3,246,35.4,31.3,14.6,18.7,246,27.6,31.7,24.0,16.7
127044103,"BEAVER",27,"HOPEWELL AREA SD",11,41.8,68.5,206,17.0,24.8,24.3,34.0,206,27.2,41.3,13.1,18.4
127045303,"BEAVER",27,"MIDLAND BOROUGH SD",3,84.0,78.0,32,50.0,34.0,9.0,6.0,32,47.0,31.0,13.0,9.0
127045303,"BEAVER",27,"MIDLAND BOROUGH SD",5,75.0,67.8,28,53.6,21.4,10.7,14.3,28,35.7,32.1,14.3,17.9
127045303,"BEAVER",27,"MIDLAND BOROUGH SD",8,80.0,80.0,30,63.3,16.7,10.0,10.0,30,26.7,53.3,6.7,13.3
127045453,"BEAVER",27,"MONACA SD",3,80.0,59.0,41,34.0,46.0,17.0,2.0,41,20.0,39.0,20.0,22.0
127045453,"BEAVER",27,"MONACA SD",5,67.2,54.5,55,32.7,34.5,21.8,10.9,55,10.9,43.6,27.3,18.2
127045453,"BEAVER",27,"MONACA SD",8,72.8,54.3,70,41.4,31.4,14.3,12.9,70,21.4,32.9,17.1,28.6
127045453,"BEAVER",27,"MONACA SD",11,36.5,62.5,63,15.9,20.6,23.8,39.7,64,25.0,37.5,18.8,18.8
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD",3,84.0,72.0,138,54.0,30.0,13.0,3.0,140,24.0,48.0,13.0,16.0
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD",5,79.8,69.1,149,48.3,31.5,14.1,6.0,149,34.9,34.2,18.1,12.8
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD",8,74.7,67.8,154,37.7,37.0,16.2,9.1,155,31.0,36.8,18.1,14.2
127045653,"BEAVER",27,"NEW BRIGHTON AREA SD",11,61.8,76.5,128,35.2,26.6,13.3,25.0,128,39.8,36.7,5.5,18.0
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY",3,91.0,73.0,143,62.0,29.0,4.0,5.0,143,32.0,41.0,16.0,11.0
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY",5,75.0,69.6,128,45.3,29.7,14.8,10.2,128,18.0,51.6,9.4,21.1
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY",8,62.2,58.2,148,39.9,22.3,21.6,16.2,148,29.1,29.1,20.9,20.9
127045853,"BEAVER",27,"RIVERSIDE BEAVER COUNTY",11,55.5,67.2,128,30.5,25.0,15.6,28.9,128,33.6,33.6,14.8,18.0
127046903,"BEAVER",27,"ROCHESTER AREA SD",3,68.0,59.0,74,38.0,30.0,22.0,11.0,74,24.0,35.0,20.0,20.0
127046903,"BEAVER",27,"ROCHESTER AREA SD",5,61.2,55.3,85,24.7,36.5,25.9,12.9,85,14.1,41.2,24.7,20.0
127046903,"BEAVER",27,"ROCHESTER AREA SD",8,54.7,47.7,86,19.8,34.9,29.1,16.3,86,15.1,32.6,22.1,30.2
127046903,"BEAVER",27,"ROCHESTER AREA SD",11,25.3,61.4,83,3.6,21.7,32.5,42.2,83,26.5,34.9,8.4,30.1
127047404,"BEAVER",27,"SOUTH SIDE AREA SD",3,94.0,86.0,95,56.0,38.0,6.0,0.0,93,44.0,42.0,11.0,3.0
127047404,"BEAVER",27,"SOUTH SIDE AREA SD",5,78.7,73.1,103,44.7,34.0,16.5,4.9,104,26.9,46.2,17.3,9.6
127047404,"BEAVER",27,"SOUTH SIDE AREA SD",8,68.4,81.0,111,43.2,25.2,22.5,9.0,111,46.8,34.2,15.3,3.6
127047404,"BEAVER",27,"SOUTH SIDE AREA SD",11,45.3,71.7,106,19.8,25.5,23.6,31.1,106,36.8,34.9,13.2,15.1
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S",3,78.0,65.0,66,42.0,36.0,11.0,11.0,66,38.0,27.0,18.0,17.0
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S",5,62.5,70.4,64,23.4,39.1,25.0,12.5,64,18.8,51.6,15.6,14.1
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S",8,83.3,75.0,60,58.3,25.0,8.3,8.3,60,35.0,40.0,11.7,13.3
127049303,"BEAVER",27,"WESTERN BEAVER COUNTY S",11,56.1,62.2,82,25.6,30.5,20.7,23.2,82,25.6,36.6,9.8,28.0
108051003,"BEDFORD",8,"BEDFORD AREA SD",3,82.0,65.0,166,39.0,43.0,14.0,5.0,166,26.0,39.0,17.0,19.0
108051003,"BEDFORD",8,"BEDFORD AREA SD",5,75.0,75.6,164,41.5,33.5,17.1,7.9,164,26.2,49.4,11.0,13.4
108051003,"BEDFORD",8,"BEDFORD AREA SD",8,60.6,61.2,193,26.4,34.2,21.8,17.6,193,28.0,33.2,21.8,17.1
108051003,"BEDFORD",8,"BEDFORD AREA SD",11,48.9,71.8,176,15.9,33.0,24.4,26.7,177,37.9,33.9,13.0,15.3
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD",3,81.0,73.0,106,56.0,25.0,15.0,4.0,105,37.0,36.0,12.0,14.0
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD",5,72.1,62.3,122,36.9,35.2,17.2,10.7,122,23.0,39.3,15.6,22.1
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD",8,73.3,70.9,135,45.2,28.1,11.1,15.6,134,40.3,30.6,13.4,15.7
108051503,"BEDFORD",8,"CHESTNUT RIDGE SD",11,57.6,75.7,137,24.8,32.8,16.1,26.3,136,42.6,33.1,10.3,14.0
108053003,"BEDFORD",8,"EVERETT AREA SD",3,83.0,72.0,106,43.0,40.0,13.0,4.0,106,25.0,47.0,15.0,13.0
108053003,"BEDFORD",8,"EVERETT AREA SD",5,73.8,67.5,111,28.8,45.0,23.4,2.7,111,18.9,48.6,18.9,13.5
108053003,"BEDFORD",8,"EVERETT AREA SD",8,57.3,50.8,115,24.3,33.0,27.0,15.7,116,19.8,31.0,32.8,16.4
108053003,"BEDFORD",8,"EVERETT AREA SD",11,39.1,54.3,105,18.1,21.0,14.3,46.7,105,22.9,31.4,17.1,28.6
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY",3,86.0,69.0,80,51.0,35.0,8.0,6.0,80,33.0,36.0,11.0,20.0
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY",5,61.2,51.8,85,20.0,41.2,25.9,12.9,85,16.5,35.3,27.1,21.2
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY",8,44.4,58.5,99,13.1,31.3,28.3,27.3,99,34.3,24.2,19.2,22.2
108056004,"BEDFORD",8,"NORTHERN BEDFORD COUNTY",11,63.1,75.0,84,23.8,39.3,22.6,14.3,84,40.5,34.5,11.9,13.1
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD",3,91.0,75.0,88,61.0,30.0,7.0,2.0,88,34.0,41.0,13.0,13.0
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD",5,53.2,60.2,79,19.0,34.2,31.6,15.2,78,19.2,41.0,15.4,24.4
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD",8,44.2,58.1,86,22.1,22.1,26.7,29.1,86,27.9,30.2,15.1,26.7
108058003,"BEDFORD",8,"TUSSEY MOUNTAIN SD",11,52.1,69.8,96,22.9,29.2,14.6,33.3,96,32.3,37.5,11.5,18.8
114060503,"BERKS",14,"ANTIETAM SD",3,70.0,62.0,69,25.0,45.0,17.0,13.0,68,18.0,44.0,21.0,18.0
114060503,"BERKS",14,"ANTIETAM SD",5,63.7,59.8,77,23.4,40.3,15.6,20.8,77,10.4,49.4,16.9,23.4
114060503,"BERKS",14,"ANTIETAM SD",8,48.3,55.1,89,32.6,15.7,20.2,31.5,89,22.5,32.6,11.2,33.7
114060503,"BERKS",14,"ANTIETAM SD",11,63.7,82.3,69,27.5,36.2,15.9,20.3,68,44.1,38.2,2.9,14.7
114060753,"BERKS",14,"BOYERTOWN AREA SD",3,93.0,80.0,528,63.0,30.0,4.0,3.0,529,40.0,40.0,11.0,8.0
114060753,"BERKS",14,"BOYERTOWN AREA SD",5,80.1,75.0,548,40.3,39.8,15.0,4.9,547,26.0,49.0,15.4,9.7
114060753,"BERKS",14,"BOYERTOWN AREA SD",8,79.6,74.4,579,50.6,29.0,12.3,8.1,579,41.1,33.3,14.9,10.7
114060753,"BERKS",14,"BOYERTOWN AREA SD",11,57.4,79.5,516,28.3,29.1,24.2,18.4,516,44.8,34.7,9.9,10.7
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA",3,87.0,81.0,135,57.0,30.0,10.0,3.0,135,48.0,33.0,13.0,6.0
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA",5,70.7,67.1,140,28.6,42.1,22.9,6.4,140,20.7,46.4,19.3,13.6
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA",8,69.6,69.1,178,42.1,27.5,16.3,14.0,178,41.6,27.5,13.5,17.4
114060853,"BERKS",14,"BRANDYWINE HEIGHTS AREA",11,56.0,79.3,152,22.4,33.6,19.7,24.3,154,45.5,33.8,10.4,10.4
114061103,"BERKS",14,"CONRAD WEISER AREA SD",3,89.0,74.0,179,55.0,34.0,9.0,2.0,180,30.0,44.0,11.0,16.0
114061103,"BERKS",14,"CONRAD WEISER AREA SD",5,67.7,63.2,201,26.9,40.8,21.4,10.9,201,17.4,45.8,19.4,17.4
114061103,"BERKS",14,"CONRAD WEISER AREA SD",8,59.4,65.8,266,31.2,28.2,20.3,20.3,266,30.5,35.3,17.7,16.5
114061103,"BERKS",14,"CONRAD WEISER AREA SD",11,50.9,74.2,210,25.2,25.7,26.7,22.4,210,37.1,37.1,9.0,16.7
114061503,"BERKS",14,"DANIEL BOONE AREA SD",3,93.0,80.0,247,66.0,27.0,6.0,2.0,247,40.0,40.0,9.0,11.0
114061503,"BERKS",14,"DANIEL BOONE AREA SD",5,82.7,68.3,278,43.5,39.2,13.3,4.0,278,23.7,44.6,20.5,11.2
114061503,"BERKS",14,"DANIEL BOONE AREA SD",8,70.2,77.6,295,36.3,33.9,18.3,11.5,294,41.5,36.1,12.9,9.5
114061503,"BERKS",14,"DANIEL BOONE AREA SD",11,49.0,72.1,251,23.5,25.5,29.1,21.9,251,33.5,38.6,15.1,12.7
114062003,"BERKS",14,"EXETER TOWNSHIP SD",3,91.0,77.0,277,57.0,34.0,8.0,1.0,277,37.0,40.0,14.0,9.0
114062003,"BERKS",14,"EXETER TOWNSHIP SD",5,72.9,72.0,350,36.3,36.6,19.7,7.4,350,23.4,48.6,13.7,14.3
114062003,"BERKS",14,"EXETER TOWNSHIP SD",8,77.5,74.4,316,47.8,29.7,12.7,9.8,316,45.6,28.8,13.6,12.0
114062003,"BERKS",14,"EXETER TOWNSHIP SD",11,63.8,75.9,282,35.1,28.7,16.3,19.9,282,40.1,35.8,13.1,11.0
114062503,"BERKS",14,"FLEETWOOD AREA SD",3,89.0,71.0,186,49.0,40.0,9.0,2.0,185,32.0,39.0,21.0,9.0
114062503,"BERKS",14,"FLEETWOOD AREA SD",5,82.9,75.0,188,44.1,38.8,16.0,1.1,188,24.5,50.5,17.0,8.0
114062503,"BERKS",14,"FLEETWOOD AREA SD",8,77.8,78.8,207,45.9,31.9,17.9,4.3,207,41.1,37.7,14.5,6.8
114062503,"BERKS",14,"FLEETWOOD AREA SD",11,59.8,77.5,214,34.1,25.7,19.6,20.6,213,46.0,31.5,12.7,9.9
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD",3,90.0,77.0,239,64.0,26.0,9.0,1.0,239,32.0,45.0,13.0,10.0
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD",5,76.0,72.5,309,37.2,38.8,18.1,5.8,309,20.7,51.8,14.6,12.9
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD",8,74.2,70.1,326,41.1,33.1,16.0,9.8,325,36.6,33.5,18.5,11.4
114063003,"BERKS",14,"GOVERNOR MIFFLIN SD",11,48.7,72.5,310,20.0,28.7,28.4,22.9,309,34.0,38.5,14.9,12.6
114063503,"BERKS",14,"HAMBURG AREA SD",3,83.0,66.0,209,55.0,28.0,12.0,5.0,208,28.0,38.0,13.0,21.0
114063503,"BERKS",14,"HAMBURG AREA SD",5,74.7,61.8,213,37.1,37.6,16.9,8.5,212,20.3,41.5,21.7,16.5
114063503,"BERKS",14,"HAMBURG AREA SD",8,59.6,55.3,208,32.7,26.9,20.7,19.7,208,19.7,35.6,23.6,21.2
114063503,"BERKS",14,"HAMBURG AREA SD",11,48.0,64.0,183,24.0,24.0,24.0,27.9,183,26.8,37.2,15.8,20.2
114064003,"BERKS",14,"KUTZTOWN AREA SD",3,85.0,76.0,132,58.0,27.0,10.0,5.0,132,36.0,40.0,14.0,10.0
114064003,"BERKS",14,"KUTZTOWN AREA SD",5,72.7,67.0,106,47.2,25.5,17.0,10.4,106,33.0,34.0,19.8,13.2
114064003,"BERKS",14,"KUTZTOWN AREA SD",8,67.8,72.6,146,40.4,27.4,17.1,15.1,146,38.4,34.2,12.3,15.1
114064003,"BERKS",14,"KUTZTOWN AREA SD",11,74.3,82.3,164,40.2,34.1,14.6,11.0,164,49.4,32.9,9.8,7.9
114065503,"BERKS",14,"MUHLENBERG SD",3,88.0,77.0,195,63.0,25.0,7.0,5.0,195,40.0,37.0,13.0,10.0
114065503,"BERKS",14,"MUHLENBERG SD",5,77.3,74.4,246,42.7,34.6,17.1,5.7,246,26.0,48.4,15.4,10.2
114065503,"BERKS",14,"MUHLENBERG SD",8,63.6,68.0,253,38.7,24.9,21.7,14.6,253,33.2,34.8,19.4,12.6
114065503,"BERKS",14,"MUHLENBERG SD",11,47.2,73.3,292,21.2,26.0,28.4,24.3,292,38.7,34.6,14.0,12.7
114066503,"BERKS",14,"OLEY VALLEY SD",3,95.0,88.0,143,59.0,36.0,4.0,0.0,143,56.0,32.0,8.0,3.0
114066503,"BERKS",14,"OLEY VALLEY SD",5,80.1,84.7,151,34.4,45.7,19.2,0.7,151,25.8,58.9,11.3,4.0
114066503,"BERKS",14,"OLEY VALLEY SD",8,75.9,80.8,166,49.4,26.5,18.7,5.4,166,41.6,39.2,12.0,7.2
114066503,"BERKS",14,"OLEY VALLEY SD",11,70.1,81.8,147,38.8,31.3,10.9,19.0,148,50.7,31.1,6.8,11.5
114067002,"BERKS",14,"READING SD",3,56.0,42.0,1176,19.0,37.0,26.0,18.0,1170,9.0,33.0,22.0,36.0
114067002,"BERKS",14,"READING SD",5,51.0,41.6,1197,20.3,30.7,28.0,21.1,1193,7.5,34.1,21.7,36.6
114067002,"BERKS",14,"READING SD",8,56.5,45.1,1040,30.2,26.3,16.5,27.0,1040,16.3,28.8,23.8,31.2
114067002,"BERKS",14,"READING SD",11,25.7,44.3,550,10.2,15.5,20.0,54.4,546,16.8,27.5,18.7,37.0
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD",3,87.0,72.0,136,46.0,41.0,10.0,2.0,136,38.0,34.0,18.0,10.0
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD",5,75.0,75.0,128,37.5,37.5,23.4,1.6,128,16.4,58.6,15.6,9.4
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD",8,83.2,69.3,155,56.1,27.1,9.7,7.1,156,37.2,32.1,17.9,12.8
114067503,"BERKS",14,"SCHUYLKILL VALLEY SD",11,67.1,81.2,170,40.0,27.1,17.1,15.9,170,42.4,38.8,8.8,10.0
114068003,"BERKS",14,"TULPEHOCKEN AREA SD",3,80.0,69.0,117,57.0,23.0,13.0,7.0,117,34.0,35.0,15.0,16.0
114068003,"BERKS",14,"TULPEHOCKEN AREA SD",5,78.1,72.0,137,48.2,29.9,15.3,6.6,136,21.3,50.7,12.5,15.4
114068003,"BERKS",14,"TULPEHOCKEN AREA SD",8,75.1,68.0,153,51.6,23.5,11.8,13.1,153,35.3,32.7,19.6,12.4
114068003,"BERKS",14,"TULPEHOCKEN AREA SD",11,48.9,65.9,135,23.0,25.9,16.3,34.8,135,31.1,34.8,11.1,23.0
114068103,"BERKS",14,"TWIN VALLEY SD",3,83.0,76.0,242,45.0,38.0,11.0,5.0,243,37.0,39.0,14.0,11.0
114068103,"BERKS",14,"TWIN VALLEY SD",5,83.5,79.2,231,58.4,25.1,12.6,3.9,231,27.7,51.5,13.0,7.8
114068103,"BERKS",14,"TWIN VALLEY SD",8,88.2,80.2,298,61.7,26.5,7.4,4.4,298,49.7,30.5,11.7,8.1
114068103,"BERKS",14,"TWIN VALLEY SD",11,58.5,78.1,224,31.7,26.8,21.4,20.1,223,39.5,38.6,10.3,11.7
114069103,"BERKS",14,"WILSON SD",3,89.0,82.0,361,55.0,34.0,8.0,3.0,360,41.0,41.0,11.0,7.0
114069103,"BERKS",14,"WILSON SD",5,78.4,66.2,412,47.3,31.1,13.3,8.3,412,19.4,46.8,20.9,12.9
114069103,"BERKS",14,"WILSON SD",8,81.4,78.4,430,53.7,27.7,10.9,7.7,430,51.2,27.2,12.8,8.8
114069103,"BERKS",14,"WILSON SD",11,59.7,75.1,412,28.6,31.1,17.7,22.6,411,42.3,32.8,11.2,13.6
114069353,"BERKS",14,"WYOMISSING AREA SD",3,85.0,77.0,112,61.0,24.0,9.0,6.0,112,38.0,39.0,13.0,10.0
114069353,"BERKS",14,"WYOMISSING AREA SD",5,69.4,75.7,144,36.1,33.3,21.5,9.0,144,33.3,42.4,11.8,12.5
114069353,"BERKS",14,"WYOMISSING AREA SD",8,72.0,70.9,150,46.7,25.3,14.7,13.3,151,35.8,35.1,15.9,13.2
