"2006 PSSA District Level Results: % of Students at Each Performance Level (Full Academic Year)",,,,,,,,,,,,,,,,
"* Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number scored in Math","Math Advanced & Proficient","Math Advanced","Math Proficient","Math Basic","Math Below Basic","Number scored in Reading","Reading Advanced & Proficient","Reading Advanced","Reading Proficient","Reading Basic","Reading Below Basic"
121136603,"CARBON",21,"PANTHER VALLEY SD",3,109,80.0,50.0,30.0,13.0,7.0,109,66.0,28.0,38.0,15.0,20.0
121136603,"CARBON",21,"PANTHER VALLEY SD",4,104,51.0,13.5,37.5,21.2,27.9,103,54.3,15.5,38.8,24.3,21.4
121136603,"CARBON",21,"PANTHER VALLEY SD",5,114,56.1,14.9,41.2,30.7,13.2,113,41.6,7.1,34.5,29.2,29.2
121136603,"CARBON",21,"PANTHER VALLEY SD",6,117,37.6,12.0,25.6,29.9,32.5,117,42.7,17.1,25.6,26.5,30.8
121136603,"CARBON",21,"PANTHER VALLEY SD",7,121,59.5,32.2,27.3,15.7,24.8,121,57.9,24.0,33.9,22.3,19.8
121136603,"CARBON",21,"PANTHER VALLEY SD",8,134,51.5,14.9,36.6,32.1,16.4,134,71.6,34.3,37.3,15.7,12.7
121136603,"CARBON",21,"PANTHER VALLEY SD",11,119,14.3,2.5,11.8,21.0,64.7,121,50.4,13.2,37.2,17.4,32.2
121139004,"CARBON",21,"WEATHERLY AREA SD",3,42,93.0,74.0,19.0,2.0,5.0,42,73.0,40.0,33.0,14.0,12.0
121139004,"CARBON",21,"WEATHERLY AREA SD",4,53,92.5,71.7,20.8,1.9,5.7,53,84.9,47.2,37.7,9.4,5.7
121139004,"CARBON",21,"WEATHERLY AREA SD",5,65,78.4,49.2,29.2,12.3,9.2,65,58.5,20.0,38.5,24.6,16.9
121139004,"CARBON",21,"WEATHERLY AREA SD",6,47,85.1,61.7,23.4,8.5,6.4,47,83.0,46.8,36.2,12.8,4.3
121139004,"CARBON",21,"WEATHERLY AREA SD",7,70,87.1,57.1,30.0,7.1,5.7,70,77.2,38.6,38.6,18.6,4.3
121139004,"CARBON",21,"WEATHERLY AREA SD",8,63,79.3,60.3,19.0,7.9,12.7,63,74.6,39.7,34.9,9.5,15.9
121139004,"CARBON",21,"WEATHERLY AREA SD",11,60,66.7,35.0,31.7,13.3,20.0,60,80.0,43.3,36.7,6.7,13.3
110141003,"CENTRE",10,"BALD EAGLE AREA SD",3,113,81.0,47.0,34.0,15.0,4.0,113,71.0,31.0,40.0,16.0,13.0
110141003,"CENTRE",10,"BALD EAGLE AREA SD",4,151,74.2,33.8,40.4,13.9,11.9,149,66.4,34.2,32.2,22.8,10.7
110141003,"CENTRE",10,"BALD EAGLE AREA SD",5,145,68.3,40.0,28.3,20.0,11.7,145,55.9,15.9,40.0,26.9,17.2
110141003,"CENTRE",10,"BALD EAGLE AREA SD",6,143,78.4,42.7,35.7,13.3,8.4,142,74.0,30.3,43.7,19.7,6.3
110141003,"CENTRE",10,"BALD EAGLE AREA SD",7,145,70.4,36.6,33.8,11.7,17.9,140,72.8,37.1,35.7,22.1,5.0
110141003,"CENTRE",10,"BALD EAGLE AREA SD",8,165,65.5,39.4,26.1,20.6,13.9,163,74.9,49.1,25.8,14.7,10.4
110141003,"CENTRE",10,"BALD EAGLE AREA SD",11,183,49.8,20.8,29.0,18.6,31.7,182,57.7,25.8,31.9,19.8,22.5
110141103,"CENTRE",10,"BELLEFONTE AREA SD",3,198,90.0,68.0,22.0,7.0,3.0,198,76.0,37.0,39.0,11.0,13.0
110141103,"CENTRE",10,"BELLEFONTE AREA SD",4,179,91.1,62.0,29.1,4.5,4.5,178,74.7,30.3,44.4,12.4,12.9
110141103,"CENTRE",10,"BELLEFONTE AREA SD",5,230,81.3,48.7,32.6,12.2,6.5,229,63.3,20.1,43.2,20.5,16.2
110141103,"CENTRE",10,"BELLEFONTE AREA SD",6,221,81.4,52.0,29.4,11.8,6.8,221,72.8,40.7,32.1,14.9,12.2
110141103,"CENTRE",10,"BELLEFONTE AREA SD",7,233,82.4,49.8,32.6,8.2,9.4,233,78.1,45.1,33.0,10.7,11.2
110141103,"CENTRE",10,"BELLEFONTE AREA SD",8,258,71.0,38.8,32.2,19.4,9.7,258,76.7,46.5,30.2,12.0,11.2
110141103,"CENTRE",10,"BELLEFONTE AREA SD",11,244,54.1,27.9,26.2,21.3,24.6,242,72.8,33.1,39.7,13.2,14.0
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",3,113,94.0,61.0,33.0,5.0,1.0,113,84.0,53.0,31.0,7.0,9.0
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",4,118,78.8,42.4,36.4,16.9,4.2,118,74.6,33.1,41.5,16.9,8.5
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",5,112,67.9,31.3,36.6,23.2,8.9,112,67.9,17.0,50.9,17.0,15.2
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",6,108,61.1,29.6,31.5,27.8,11.1,108,70.4,30.6,39.8,20.4,9.3
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",7,122,73.8,41.8,32.0,11.5,14.8,121,76.9,46.3,30.6,13.2,9.9
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",8,136,55.1,25.7,29.4,23.5,21.3,135,65.9,37.0,28.9,14.8,19.3
110147003,"CENTRE",10,"PENNS VALLEY AREA SD",11,138,52.9,29.0,23.9,18.1,29.0,138,75.4,35.5,39.9,12.3,12.3
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",3,490,86.0,58.0,28.0,9.0,4.0,488,83.0,45.0,38.0,9.0,9.0
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",4,485,93.0,66.4,26.6,4.7,2.3,484,88.6,53.1,35.5,7.4,3.9
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",5,478,77.9,51.5,26.4,14.2,7.9,478,75.9,36.2,39.7,15.7,8.4
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",6,511,83.4,55.0,28.4,9.6,7.0,507,85.2,52.7,32.5,8.5,6.3
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",7,552,77.6,50.4,27.2,11.2,11.2,551,84.3,56.4,27.9,8.5,7.1
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",8,625,77.1,52.8,24.3,15.0,7.8,625,85.8,62.1,23.7,8.5,5.8
110148002,"CENTRE",10,"STATE COLLEGE AREA SD",11,661,76.8,52.6,24.2,12.6,10.6,660,82.7,50.0,32.7,9.2,8.0
124150503,"CHESTER",24,"AVON GROVE SD",3,362,86.0,61.0,25.0,8.0,6.0,361,75.0,36.0,39.0,10.0,16.0
124150503,"CHESTER",24,"AVON GROVE SD",4,388,89.0,58.8,30.2,6.2,4.9,387,75.7,38.0,37.7,13.2,11.1
124150503,"CHESTER",24,"AVON GROVE SD",5,379,80.2,54.1,26.1,14.0,5.8,377,73.7,31.8,41.9,14.3,11.9
124150503,"CHESTER",24,"AVON GROVE SD",6,394,87.8,62.9,24.9,6.6,5.6,392,80.4,50.0,30.4,13.0,6.6
124150503,"CHESTER",24,"AVON GROVE SD",7,444,85.4,66.9,18.5,6.3,8.3,443,82.8,58.0,24.8,10.4,6.8
124150503,"CHESTER",24,"AVON GROVE SD",8,420,79.5,60.7,18.8,11.9,8.6,419,86.2,64.7,21.5,6.7,7.2
124150503,"CHESTER",24,"AVON GROVE SD",11,397,68.1,40.1,28.0,12.8,19.1,397,76.6,40.8,35.8,9.3,14.1
124151902,"CHESTER",24,"COATESVILLE AREA SD",3,466,73.0,42.0,31.0,17.0,9.0,466,61.0,27.0,34.0,18.0,20.0
124151902,"CHESTER",24,"COATESVILLE AREA SD",4,494,66.0,33.8,32.2,13.8,20.2,492,60.6,24.4,36.2,18.1,21.3
124151902,"CHESTER",24,"COATESVILLE AREA SD",5,508,48.0,23.4,24.6,28.3,23.6,507,48.3,13.2,35.1,23.1,28.6
124151902,"CHESTER",24,"COATESVILLE AREA SD",6,526,45.2,17.1,28.1,24.5,30.2,524,51.5,18.9,32.6,23.9,24.6
124151902,"CHESTER",24,"COATESVILLE AREA SD",7,517,50.3,21.1,29.2,19.9,29.8,517,57.9,24.2,33.7,22.4,19.7
124151902,"CHESTER",24,"COATESVILLE AREA SD",8,568,43.3,21.8,21.5,26.4,30.3,567,62.0,31.7,30.3,14.8,23.1
124151902,"CHESTER",24,"COATESVILLE AREA SD",11,519,45.3,23.7,21.6,22.0,32.8,518,67.2,34.2,33.0,18.9,13.9
124151607,"CHESTER",24,"CTR FOR ARTS AND TECHNOLOGY",11,90,32.2,11.1,21.1,16.7,51.1,90,52.3,16.7,35.6,31.1,16.7
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",3,802,95.0,73.0,22.0,3.0,2.0,801,90.0,55.0,35.0,6.0,4.0
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",4,881,92.4,67.7,24.7,4.5,3.1,881,89.1,54.1,35.0,6.9,4.0
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",5,836,86.5,59.9,26.6,10.9,2.6,835,85.7,40.6,45.1,9.9,4.3
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",6,824,80.9,55.2,25.7,12.9,6.2,823,86.2,55.5,30.7,9.1,4.6
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",7,909,80.0,53.2,26.8,11.1,8.8,909,86.9,51.9,35.0,6.9,6.2
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",8,905,81.2,59.1,22.1,11.6,7.2,903,88.6,63.5,25.1,7.1,4.3
124152003,"CHESTER",24,"DOWNINGTOWN AREA SD",11,870,70.4,42.8,27.6,15.3,14.4,869,83.8,46.1,37.7,9.0,7.1
124153503,"CHESTER",24,"GREAT VALLEY SD",3,315,92.0,74.0,18.0,5.0,3.0,315,87.0,51.0,36.0,7.0,6.0
124153503,"CHESTER",24,"GREAT VALLEY SD",4,292,94.1,68.8,25.3,4.5,1.4,292,87.3,55.5,31.8,11.3,1.4
124153503,"CHESTER",24,"GREAT VALLEY SD",5,328,89.3,68.9,20.4,6.4,4.3,328,90.5,51.5,39.0,5.5,4.0
124153503,"CHESTER",24,"GREAT VALLEY SD",6,278,90.2,68.3,21.9,5.0,4.7,277,91.7,70.4,21.3,4.7,3.6
124153503,"CHESTER",24,"GREAT VALLEY SD",7,291,83.2,62.9,20.3,7.6,9.3,290,86.6,56.6,30.0,9.3,4.1
124153503,"CHESTER",24,"GREAT VALLEY SD",8,336,80.3,58.3,22.0,10.7,8.9,336,89.6,71.4,18.2,4.8,5.7
124153503,"CHESTER",24,"GREAT VALLEY SD",11,294,73.2,46.3,26.9,15.0,11.9,294,87.1,55.8,31.3,9.2,3.7
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",3,276,78.0,54.0,24.0,14.0,8.0,275,64.0,25.0,39.0,14.0,22.0
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",4,297,77.1,46.8,30.3,8.1,14.8,295,73.6,40.0,33.6,10.8,15.6
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",5,270,62.6,40.0,22.6,19.6,17.8,270,58.1,22.2,35.9,18.5,23.3
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",6,280,68.9,42.1,26.8,11.4,19.6,280,69.7,39.3,30.4,12.1,18.2
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",7,302,61.0,35.8,25.2,14.9,24.2,302,72.8,43.7,29.1,10.6,16.6
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",8,308,63.3,41.2,22.1,14.9,21.8,306,75.1,51.6,23.5,5.2,19.6
124154003,"CHESTER",24,"KENNETT CONSOLIDATED SD",11,244,59.1,39.8,19.3,13.9,27.0,244,69.3,44.3,25.0,11.9,18.9
124156503,"CHESTER",24,"OCTORARA AREA SD",3,182,82.0,41.0,41.0,15.0,3.0,179,73.0,25.0,48.0,14.0,13.0
124156503,"CHESTER",24,"OCTORARA AREA SD",4,199,86.4,49.7,36.7,10.1,3.5,199,81.9,41.7,40.2,9.5,8.5
124156503,"CHESTER",24,"OCTORARA AREA SD",5,194,60.3,40.2,20.1,25.8,13.9,193,68.4,21.2,47.2,17.6,14.0
124156503,"CHESTER",24,"OCTORARA AREA SD",6,201,68.2,29.4,38.8,15.9,15.9,201,67.6,30.3,37.3,22.9,9.5
124156503,"CHESTER",24,"OCTORARA AREA SD",7,207,83.1,49.3,33.8,11.6,5.3,207,74.3,35.7,38.6,18.4,7.2
124156503,"CHESTER",24,"OCTORARA AREA SD",8,207,65.2,37.7,27.5,18.8,15.9,207,70.1,41.1,29.0,15.5,14.5
124156503,"CHESTER",24,"OCTORARA AREA SD",11,202,49.5,23.8,25.7,19.3,31.2,202,65.8,29.2,36.6,17.8,16.3
124156603,"CHESTER",24,"OWEN J ROBERTS SD",3,339,95.0,76.0,19.0,3.0,2.0,334,87.0,54.0,33.0,8.0,5.0
124156603,"CHESTER",24,"OWEN J ROBERTS SD",4,339,90.0,60.5,29.5,6.8,3.2,338,85.5,52.4,33.1,9.8,4.7
124156603,"CHESTER",24,"OWEN J ROBERTS SD",5,311,81.0,62.7,18.3,11.3,7.7,311,79.4,37.0,42.4,10.0,10.6
124156603,"CHESTER",24,"OWEN J ROBERTS SD",6,341,71.0,39.0,32.0,15.2,13.8,341,75.6,42.5,33.1,17.3,7.0
124156603,"CHESTER",24,"OWEN J ROBERTS SD",7,379,75.7,50.9,24.8,16.6,7.7,379,86.3,57.5,28.8,9.5,4.2
124156603,"CHESTER",24,"OWEN J ROBERTS SD",8,340,72.4,45.6,26.8,17.4,10.3,340,89.1,63.8,25.3,5.0,5.9
124156603,"CHESTER",24,"OWEN J ROBERTS SD",11,346,61.6,32.1,29.5,17.1,21.4,344,75.6,41.0,34.6,10.8,13.7
124156703,"CHESTER",24,"OXFORD AREA SD",3,232,78.0,50.0,28.0,12.0,9.0,231,69.0,34.0,35.0,16.0,16.0
124156703,"CHESTER",24,"OXFORD AREA SD",4,239,79.5,41.4,38.1,7.5,13.0,237,73.0,35.4,37.6,13.9,13.1
124156703,"CHESTER",24,"OXFORD AREA SD",5,236,69.5,44.1,25.4,16.9,13.6,235,68.9,33.6,35.3,13.6,17.4
124156703,"CHESTER",24,"OXFORD AREA SD",6,251,77.7,48.2,29.5,9.6,12.7,251,78.9,41.8,37.1,11.2,10.0
124156703,"CHESTER",24,"OXFORD AREA SD",7,238,68.1,42.9,25.2,17.2,14.7,238,73.6,43.3,30.3,11.8,14.7
124156703,"CHESTER",24,"OXFORD AREA SD",8,285,66.0,40.7,25.3,17.2,16.8,285,72.6,50.5,22.1,12.3,15.1
124156703,"CHESTER",24,"OXFORD AREA SD",11,241,48.1,24.9,23.2,22.0,29.9,242,64.0,31.4,32.6,20.2,15.7
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",3,257,90.0,64.0,26.0,7.0,3.0,257,81.0,33.0,48.0,12.0,7.0
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",4,250,91.2,65.6,25.6,4.8,4.0,249,87.9,55.0,32.9,8.8,3.2
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",5,205,85.4,57.6,27.8,8.8,5.9,204,75.5,35.3,40.2,16.7,7.8
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",6,236,86.8,59.7,27.1,7.2,5.9,236,81.8,52.1,29.7,12.7,5.5
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",7,263,79.8,53.2,26.6,9.9,10.3,262,80.1,51.5,28.6,11.1,8.8
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",8,289,70.2,45.3,24.9,16.6,13.1,284,77.5,52.5,25.0,13.4,9.2
124157203,"CHESTER",24,"PHOENIXVILLE AREA SD",11,232,60.3,33.6,26.7,16.8,22.8,231,80.5,48.5,32.0,9.5,10.0
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",3,439,95.0,75.0,20.0,4.0,1.0,439,89.0,56.0,33.0,7.0,3.0
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",4,438,96.4,72.4,24.0,2.7,0.9,438,92.7,61.0,31.7,5.5,1.8
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",5,431,82.2,59.9,22.3,14.2,3.7,431,86.5,42.9,43.6,9.3,4.2
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",6,471,89.0,58.4,30.6,8.1,3.0,471,91.1,65.2,25.9,6.6,2.3
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",7,463,91.6,63.7,27.9,6.3,2.2,463,92.9,72.8,20.1,5.6,1.5
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",8,455,88.4,67.7,20.7,8.8,2.9,454,94.2,81.9,12.3,3.1,2.6
124157802,"CHESTER",24,"TREDYFFRIN-EASTTOWN SD",11,441,83.3,61.5,21.8,8.6,8.2,441,91.2,66.7,24.5,4.5,4.3
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",3,302,99.0,89.0,10.0,1.0,0.0,300,96.0,73.0,23.0,3.0,1.0
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",4,301,98.0,76.1,21.9,1.3,0.7,301,94.0,60.1,33.9,5.3,0.7
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",5,304,93.4,75.0,18.4,4.9,1.6,304,90.1,51.6,38.5,4.9,4.9
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",6,336,94.7,77.4,17.3,3.6,1.8,336,92.0,64.3,27.7,6.5,1.5
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",7,349,91.1,72.2,18.9,6.9,2.0,349,92.8,73.9,18.9,6.3,0.9
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",8,315,93.4,75.9,17.5,3.8,2.9,315,94.3,72.4,21.9,3.8,1.9
124158503,"CHESTER",24,"UNIONVILLE-CHADDS FORD SD",11,315,75.9,54.3,21.6,13.7,10.5,315,86.4,55.6,30.8,7.9,5.7
124159002,"CHESTER",24,"WEST CHESTER AREA SD",3,837,93.0,71.0,22.0,5.0,2.0,837,85.0,50.0,35.0,9.0,6.0
124159002,"CHESTER",24,"WEST CHESTER AREA SD",4,917,93.5,67.0,26.5,3.7,2.8,914,87.9,53.8,34.1,7.2,4.8
124159002,"CHESTER",24,"WEST CHESTER AREA SD",5,845,81.3,56.8,24.5,12.7,6.0,843,83.1,40.2,42.9,9.7,7.1
124159002,"CHESTER",24,"WEST CHESTER AREA SD",6,906,81.7,52.3,29.4,11.3,7.1,905,85.7,52.3,33.4,8.6,5.7
124159002,"CHESTER",24,"WEST CHESTER AREA SD",7,917,79.7,51.3,28.4,12.4,8.0,916,84.7,60.7,24.0,8.6,6.7
124159002,"CHESTER",24,"WEST CHESTER AREA SD",8,976,78.4,52.7,25.7,13.3,8.3,968,88.3,65.7,22.6,6.1,5.6
124159002,"CHESTER",24,"WEST CHESTER AREA SD",11,899,70.2,46.7,23.5,12.9,16.9,900,82.3,51.6,30.7,9.6,8.2
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",3,63,88.0,40.0,48.0,8.0,5.0,63,84.0,33.0,51.0,8.0,8.0
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",4,61,78.7,34.4,44.3,9.8,11.5,61,75.5,23.0,52.5,14.8,9.8
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",5,82,56.1,30.5,25.6,30.5,13.4,82,48.8,12.2,36.6,23.2,28.0
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",6,77,70.2,24.7,45.5,23.4,6.5,77,62.4,19.5,42.9,19.5,18.2
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",7,90,78.9,36.7,42.2,12.2,8.9,90,64.5,27.8,36.7,23.3,12.2
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",8,103,59.2,27.2,32.0,17.5,23.3,103,61.2,31.1,30.1,19.4,19.4
106160303,"CLARION",6,"ALLEGHENY-CLARION VALLEY SD",11,71,53.5,16.9,36.6,23.9,22.5,71,63.4,16.9,46.5,18.3,18.3
106161203,"CLARION",6,"CLARION AREA SD",3,53,94.0,58.0,36.0,6.0,0.0,52,75.0,29.0,46.0,15.0,10.0
106161203,"CLARION",6,"CLARION AREA SD",4,56,85.7,53.6,32.1,10.7,3.6,56,80.3,44.6,35.7,14.3,5.4
106161203,"CLARION",6,"CLARION AREA SD",5,76,77.7,39.5,38.2,17.1,5.3,76,56.6,17.1,39.5,18.4,25.0
106161203,"CLARION",6,"CLARION AREA SD",6,63,85.7,61.9,23.8,6.3,7.9,63,80.9,36.5,44.4,12.7,6.3
106161203,"CLARION",6,"CLARION AREA SD",7,64,78.1,32.8,45.3,14.1,7.8,64,78.2,43.8,34.4,10.9,10.9
106161203,"CLARION",6,"CLARION AREA SD",8,71,70.4,36.6,33.8,19.7,9.9,71,90.1,57.7,32.4,2.8,7.0
106161203,"CLARION",6,"CLARION AREA SD",11,76,59.2,36.8,22.4,25.0,15.8,76,82.9,51.3,31.6,13.2,3.9
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",3,68,90.0,66.0,24.0,6.0,4.0,68,78.0,46.0,32.0,9.0,13.0
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",4,106,84.0,50.0,34.0,6.6,9.4,106,77.4,36.8,40.6,15.1,7.5
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",5,79,81.0,41.8,39.2,15.2,3.8,79,63.3,13.9,49.4,26.6,10.1
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",6,87,71.2,28.7,42.5,23.0,5.7,87,74.7,39.1,35.6,17.2,8.0
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",7,85,69.4,29.4,40.0,17.6,12.9,85,75.3,43.5,31.8,15.3,9.4
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",8,87,72.4,33.3,39.1,19.5,8.0,87,79.3,39.1,40.2,12.6,8.0
106161703,"CLARION",6,"CLARION-LIMESTONE AREA SD",11,79,59.5,36.7,22.8,16.5,24.1,79,78.5,36.7,41.8,10.1,11.4
106166503,"CLARION",6,"KEYSTONE SD",3,75,90.0,53.0,37.0,8.0,1.0,75,74.0,31.0,43.0,16.0,11.0
106166503,"CLARION",6,"KEYSTONE SD",4,88,78.4,37.5,40.9,9.1,12.5,88,76.2,30.7,45.5,17.0,6.8
106166503,"CLARION",6,"KEYSTONE SD",5,80,52.6,16.3,36.3,28.8,18.8,79,63.3,13.9,49.4,16.5,20.3
106166503,"CLARION",6,"KEYSTONE SD",6,95,67.3,32.6,34.7,18.9,13.7,95,81.1,41.1,40.0,9.5,9.5
106166503,"CLARION",6,"KEYSTONE SD",7,88,70.5,36.4,34.1,14.8,14.8,89,69.7,32.6,37.1,18.0,12.4
106166503,"CLARION",6,"KEYSTONE SD",8,111,69.3,40.5,28.8,14.4,16.2,111,78.3,49.5,28.8,12.6,9.0
106166503,"CLARION",6,"KEYSTONE SD",11,71,52.1,19.7,32.4,15.5,32.4,71,73.2,32.4,40.8,11.3,15.5
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",3,54,92.0,59.0,33.0,4.0,4.0,54,76.0,19.0,57.0,4.0,20.0
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",4,47,80.9,42.6,38.3,6.4,12.8,47,74.4,19.1,55.3,8.5,17.0
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",5,36,86.1,58.3,27.8,2.8,11.1,36,63.9,22.2,41.7,16.7,19.4
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",6,53,81.1,39.6,41.5,11.3,7.5,53,64.2,20.8,43.4,20.8,15.1
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",7,63,71.4,25.4,46.0,17.5,11.1,62,82.3,56.5,25.8,12.9,4.8
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",8,60,80.0,41.7,38.3,15.0,5.0,60,90.0,50.0,40.0,3.3,6.7
106167504,"CLARION",6,"NORTH CLARION COUNTY SD",11,59,59.3,20.3,39.0,15.3,25.4,59,57.6,22.0,35.6,27.1,15.3
106168003,"CLARION",6,"REDBANK VALLEY SD",3,86,96.0,62.0,34.0,3.0,1.0,86,80.0,40.0,40.0,12.0,9.0
106168003,"CLARION",6,"REDBANK VALLEY SD",4,101,85.1,48.5,36.6,9.9,5.0,100,76.0,36.0,40.0,19.0,5.0
106168003,"CLARION",6,"REDBANK VALLEY SD",5,105,71.4,43.8,27.6,20.0,8.6,105,66.6,19.0,47.6,18.1,15.2
106168003,"CLARION",6,"REDBANK VALLEY SD",6,104,77.9,55.8,22.1,14.4,7.7,104,80.8,42.3,38.5,10.6,8.7
106168003,"CLARION",6,"REDBANK VALLEY SD",7,97,84.5,53.6,30.9,10.3,5.2,97,76.3,43.3,33.0,12.4,11.3
106168003,"CLARION",6,"REDBANK VALLEY SD",8,116,57.7,31.0,26.7,27.6,14.7,116,69.9,37.1,32.8,17.2,12.9
106168003,"CLARION",6,"REDBANK VALLEY SD",11,124,70.9,41.9,29.0,12.9,16.1,124,79.0,36.3,42.7,15.3,5.6
106169003,"CLARION",6,"UNION  SD",3,49,88.0,53.0,35.0,4.0,8.0,49,67.0,18.0,49.0,20.0,12.0
106169003,"CLARION",6,"UNION  SD",4,57,70.2,26.3,43.9,17.5,12.3,57,70.2,29.8,40.4,14.0,15.8
106169003,"CLARION",6,"UNION  SD",5,61,55.7,24.6,31.1,27.9,16.4,61,47.6,14.8,32.8,27.9,24.6
106169003,"CLARION",6,"UNION  SD",6,48,70.9,27.1,43.8,12.5,16.7,48,68.8,18.8,50.0,18.8,12.5
106169003,"CLARION",6,"UNION  SD",7,66,48.5,15.2,33.3,33.3,18.2,66,56.1,27.3,28.8,27.3,16.7
106169003,"CLARION",6,"UNION  SD",8,72,52.8,12.5,40.3,23.6,23.6,72,62.5,25.0,37.5,19.4,18.1
106169003,"CLARION",6,"UNION  SD",11,62,33.9,9.7,24.2,25.8,40.3,62,54.9,19.4,35.5,21.0,24.2
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",3,190,81.0,49.0,32.0,12.0,7.0,190,61.0,27.0,34.0,17.0,22.0
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",4,217,76.9,46.5,30.4,11.1,12.0,217,64.5,25.3,39.2,18.0,17.5
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",5,186,59.1,25.8,33.3,26.9,14.0,186,49.5,15.6,33.9,24.7,25.8
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",6,211,60.6,25.1,35.5,23.7,15.6,210,61.9,24.8,37.1,21.4,16.7
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",7,204,54.9,23.5,31.4,26.5,18.6,204,59.3,20.1,39.2,27.9,12.7
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",8,208,60.6,34.6,26.0,20.7,18.8,208,67.8,36.1,31.7,12.5,19.7
110171003,"CLEARFIELD",10,"CLEARFIELD AREA SD",11,233,41.2,20.2,21.0,22.7,36.1,233,59.7,24.9,34.8,17.6,22.7
110171803,"CLEARFIELD",10,"CURWENSVILLE AREA SD",3,78,92.0,73.0,19.0,6.0,1.0,78,74.0,41.0,33.0,19.0,6.0
110171803,"CLEARFIELD",10,"CURWENSVILLE AREA SD",4,83,69.8,32.5,37.3,18.1,12.0,83,59.0,10.8,48.2,21.7,19.3
