"2006 PSSA District Level Results: % of Students at Each Performance Level (Full Academic Year)",,,,,,,,,,,,,,,,
"* Groups that have less than 10 students assessed are noted by an asterisk (*). Performance level totals may not add up to 100 due to rounding.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"AUN","County","IU","District Name","Grade","Number scored in Math","Math Advanced & Proficient","Math Advanced","Math Proficient","Math Basic","Math Below Basic","Number scored in Reading","Reading Advanced & Proficient","Reading Advanced","Reading Proficient","Reading Basic","Reading Below Basic"
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",6,34,88.3,47.1,41.2,8.8,2.9,34,91.2,55.9,35.3,5.9,2.9
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",7,40,67.5,40.0,27.5,22.5,10.0,40,75.0,42.5,32.5,20.0,5.0
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",8,34,79.5,47.1,32.4,14.7,5.9,34,88.3,55.9,32.4,5.9,5.9
108567404,"SOMERSET",8,"SHANKSVILLE-STONYCREEK SD",11,36,75.0,50.0,25.0,13.9,11.1,36,83.3,33.3,50.0,11.1,5.6
108567703,"SOMERSET",8,"SOMERSET AREA SD",3,172,79.0,49.0,30.0,11.0,9.0,172,64.0,26.0,38.0,14.0,23.0
108567703,"SOMERSET",8,"SOMERSET AREA SD",4,181,79.5,49.7,29.8,12.2,8.3,181,73.5,32.6,40.9,14.9,11.6
108567703,"SOMERSET",8,"SOMERSET AREA SD",5,158,70.2,37.3,32.9,20.9,8.9,158,58.2,15.2,43.0,24.7,17.1
108567703,"SOMERSET",8,"SOMERSET AREA SD",6,164,83.5,50.6,32.9,9.8,6.7,164,77.4,34.1,43.3,13.4,9.1
108567703,"SOMERSET",8,"SOMERSET AREA SD",7,207,68.6,39.1,29.5,20.8,10.6,207,73.0,34.8,38.2,20.3,6.8
108567703,"SOMERSET",8,"SOMERSET AREA SD",8,197,64.0,37.6,26.4,20.8,15.2,194,71.7,53.1,18.6,12.4,16.0
108567703,"SOMERSET",8,"SOMERSET AREA SD",11,219,48.9,29.7,19.2,17.4,33.8,218,68.8,35.8,33.0,15.6,15.6
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",3,21,100.0,95.0,5.0,0.0,0.0,21,86.0,62.0,24.0,5.0,10.0
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",4,26,88.4,34.6,53.8,11.5,0.0,26,73.1,26.9,46.2,11.5,15.4
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",5,26,80.8,46.2,34.6,15.4,3.8,26,73.0,11.5,61.5,11.5,15.4
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",6,28,89.3,46.4,42.9,3.6,7.1,28,82.1,35.7,46.4,14.3,3.6
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",7,22,59.1,13.6,45.5,27.3,13.6,22,63.6,22.7,40.9,27.3,9.1
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",8,25,36.0,4.0,32.0,36.0,28.0,25,40.0,20.0,20.0,28.0,32.0
108568404,"SOMERSET",8,"TURKEYFOOT VALLEY AREA SD",11,23,43.4,21.7,21.7,30.4,26.1,23,60.9,26.1,34.8,30.4,8.7
108569103,"SOMERSET",8,"WINDBER AREA SD",3,81,86.0,63.0,23.0,10.0,4.0,81,82.0,44.0,38.0,14.0,4.0
108569103,"SOMERSET",8,"WINDBER AREA SD",4,87,87.3,67.8,19.5,6.9,5.7,87,80.4,49.4,31.0,12.6,6.9
108569103,"SOMERSET",8,"WINDBER AREA SD",5,119,74.0,42.9,31.1,13.4,12.6,119,74.8,32.8,42.0,9.2,16.0
108569103,"SOMERSET",8,"WINDBER AREA SD",6,93,77.4,43.0,34.4,12.9,9.7,93,80.7,39.8,40.9,12.9,6.5
108569103,"SOMERSET",8,"WINDBER AREA SD",7,117,64.9,35.0,29.9,13.7,21.4,117,75.3,47.9,27.4,12.8,12.0
108569103,"SOMERSET",8,"WINDBER AREA SD",8,122,68.0,39.3,28.7,17.2,14.8,122,80.4,57.4,23.0,6.6,13.1
108569103,"SOMERSET",8,"WINDBER AREA SD",11,105,67.7,41.0,26.7,16.2,16.2,105,80.0,41.9,38.1,11.4,8.6
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",3,51,88.0,53.0,35.0,8.0,4.0,51,76.0,31.0,45.0,16.0,8.0
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",4,56,80.3,48.2,32.1,14.3,5.4,56,75.0,21.4,53.6,21.4,3.6
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",5,63,65.1,27.0,38.1,14.3,20.6,62,67.7,24.2,43.5,14.5,17.7
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",6,62,85.5,50.0,35.5,11.3,3.2,62,82.3,46.8,35.5,9.7,8.1
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",7,64,73.5,29.7,43.8,7.8,18.8,64,73.5,31.3,42.2,14.1,12.5
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",8,60,65.0,36.7,28.3,25.0,10.0,60,76.6,43.3,33.3,11.7,11.7
117576303,"SULLIVAN",17,"SULLIVAN COUNTY SD",11,69,31.9,17.4,14.5,36.2,31.9,69,56.5,17.4,39.1,29.0,14.5
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",3,79,79.0,52.0,27.0,19.0,3.0,79,65.0,23.0,42.0,18.0,18.0
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",4,83,68.6,31.3,37.3,15.7,15.7,83,59.1,13.3,45.8,19.3,21.7
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",5,81,61.7,35.8,25.9,28.4,9.9,81,46.9,16.0,30.9,22.2,30.9
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",6,82,63.4,26.8,36.6,23.2,13.4,82,64.6,13.4,51.2,24.4,11.0
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",7,99,56.6,26.3,30.3,26.3,17.2,99,65.7,37.4,28.3,21.2,13.1
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",8,106,45.2,16.0,29.2,24.5,30.2,106,59.4,31.1,28.3,18.9,21.7
119581003,"SUSQUEHANNA",19,"BLUE RIDGE SD",11,113,51.3,28.3,23.0,24.8,23.9,113,69.0,35.4,33.6,20.4,10.6
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",3,90,75.0,43.0,32.0,18.0,7.0,90,70.0,23.0,47.0,16.0,14.0
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",4,95,83.1,48.4,34.7,8.4,8.4,95,60.0,18.9,41.1,29.5,10.5
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",5,115,67.0,37.4,29.6,20.0,13.0,115,63.5,20.9,42.6,17.4,19.1
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",6,112,64.3,31.3,33.0,15.2,20.5,112,75.9,45.5,30.4,14.3,9.8
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",7,128,69.6,39.1,30.5,18.0,12.5,128,66.5,35.2,31.3,17.2,16.4
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",8,122,60.7,32.8,27.9,18.9,20.5,122,73.0,49.2,23.8,11.5,15.6
119582503,"SUSQUEHANNA",19,"ELK LAKE SD",11,102,53.9,31.4,22.5,20.6,25.5,102,61.7,23.5,38.2,25.5,12.7
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",3,73,92.0,66.0,26.0,7.0,1.0,73,81.0,36.0,45.0,12.0,7.0
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",4,74,79.8,28.4,51.4,10.8,9.5,74,70.2,27.0,43.2,16.2,13.5
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",5,62,41.9,11.3,30.6,30.6,27.4,62,53.2,14.5,38.7,17.7,29.0
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",6,60,75.0,45.0,30.0,11.7,13.3,60,76.6,43.3,33.3,10.0,13.3
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",7,69,66.6,21.7,44.9,13.0,20.3,68,63.3,22.1,41.2,17.6,19.1
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",8,80,51.3,22.5,28.8,26.3,22.5,80,53.8,32.5,21.3,20.0,26.3
119583003,"SUSQUEHANNA",19,"FOREST CITY REGIONAL SD",11,80,37.5,20.0,17.5,17.5,45.0,80,58.8,21.3,37.5,13.8,27.5
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",3,131,94.0,73.0,21.0,4.0,3.0,131,78.0,32.0,46.0,13.0,9.0
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",4,135,77.0,44.4,32.6,8.9,14.1,135,65.2,36.3,28.9,14.1,20.7
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",5,119,70.6,34.5,36.1,21.0,8.4,119,68.1,34.5,33.6,20.2,11.8
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",6,144,75.0,41.7,33.3,14.6,10.4,145,69.7,36.6,33.1,14.5,15.9
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",7,164,72.5,28.0,44.5,17.7,9.8,164,79.9,41.5,38.4,12.2,7.9
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",8,152,59.2,30.9,28.3,23.0,17.8,151,68.2,41.7,26.5,16.6,15.2
119584503,"SUSQUEHANNA",19,"MONTROSE AREA SD",11,144,50.7,22.9,27.8,24.3,25.0,142,75.4,42.3,33.1,12.0,12.7
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",3,85,83.0,51.0,32.0,7.0,11.0,85,70.0,34.0,36.0,16.0,13.0
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",4,83,73.5,25.3,48.2,12.0,14.5,83,59.0,24.1,34.9,18.1,22.9
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",5,103,45.6,15.5,30.1,35.9,18.4,103,45.6,6.8,38.8,27.2,27.2
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",6,106,62.2,31.1,31.1,19.8,17.9,106,70.7,31.1,39.6,12.3,17.0
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",7,111,62.1,26.1,36.0,23.4,14.4,111,67.5,34.2,33.3,18.9,13.5
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",8,90,62.3,26.7,35.6,26.7,11.1,90,70.0,42.2,27.8,17.8,12.2
119584603,"SUSQUEHANNA",19,"MOUNTAIN VIEW SD",11,113,46.0,13.3,32.7,21.2,32.7,112,68.8,29.5,39.3,16.1,15.2
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",3,57,84.0,68.0,16.0,11.0,5.0,57,75.0,33.0,42.0,7.0,18.0
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",4,61,85.3,57.4,27.9,11.5,3.3,61,68.9,16.4,52.5,19.7,11.5
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",5,60,66.6,33.3,33.3,26.7,6.7,60,60.0,11.7,48.3,16.7,23.3
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",6,65,67.7,32.3,35.4,24.6,7.7,65,52.3,20.0,32.3,30.8,16.9
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",7,75,72.0,44.0,28.0,20.0,8.0,75,78.6,37.3,41.3,10.7,10.7
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",8,71,81.7,62.0,19.7,9.9,8.5,71,77.4,40.8,36.6,11.3,11.3
119586503,"SUSQUEHANNA",19,"SUSQUEHANNA COMM SD",11,89,55.1,32.6,22.5,19.1,25.8,89,76.4,32.6,43.8,13.5,10.1
117596003,"TIOGA",17,"NORTHERN TIOGA SD",3,153,86.0,40.0,46.0,9.0,5.0,153,73.0,26.0,47.0,12.0,14.0
117596003,"TIOGA",17,"NORTHERN TIOGA SD",4,157,85.4,56.1,29.3,8.9,5.7,157,78.4,39.5,38.9,12.7,8.9
117596003,"TIOGA",17,"NORTHERN TIOGA SD",5,193,69.0,27.5,41.5,25.4,5.7,193,64.8,18.7,46.1,19.2,16.1
117596003,"TIOGA",17,"NORTHERN TIOGA SD",6,168,76.8,42.9,33.9,15.5,7.7,168,73.8,33.9,39.9,17.3,8.9
117596003,"TIOGA",17,"NORTHERN TIOGA SD",7,195,49.3,18.5,30.8,25.1,25.6,195,59.0,24.6,34.4,24.6,16.4
117596003,"TIOGA",17,"NORTHERN TIOGA SD",8,202,59.4,27.7,31.7,25.7,14.9,201,66.1,35.8,30.3,16.4,17.4
117596003,"TIOGA",17,"NORTHERN TIOGA SD",11,195,40.0,17.4,22.6,22.1,37.9,194,56.7,15.5,41.2,21.6,21.6
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",3,145,89.0,57.0,32.0,7.0,5.0,146,67.0,24.0,43.0,23.0,10.0
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",4,149,69.8,37.6,32.2,10.1,20.1,149,61.0,24.8,36.2,22.1,16.8
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",5,182,67.6,32.4,35.2,20.3,12.1,182,60.4,13.7,46.7,26.9,12.6
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",6,153,63.4,28.1,35.3,20.9,15.7,152,67.8,32.9,34.9,22.4,9.9
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",7,147,58.5,21.8,36.7,21.8,19.7,147,63.3,32.0,31.3,22.4,14.3
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",8,197,49.2,20.8,28.4,29.9,20.8,197,62.9,33.5,29.4,16.2,20.8
117597003,"TIOGA",17,"SOUTHERN TIOGA SD",11,191,49.8,21.5,28.3,22.0,28.3,191,57.6,19.9,37.7,18.8,23.6
117598503,"TIOGA",17,"WELLSBORO AREA SD",3,92,94.0,59.0,35.0,5.0,1.0,92,75.0,35.0,40.0,13.0,12.0
117598503,"TIOGA",17,"WELLSBORO AREA SD",4,93,82.8,38.7,44.1,12.9,4.3,93,79.5,29.0,50.5,15.1,5.4
117598503,"TIOGA",17,"WELLSBORO AREA SD",5,111,72.9,37.8,35.1,19.8,7.2,111,64.9,14.4,50.5,17.1,18.0
117598503,"TIOGA",17,"WELLSBORO AREA SD",6,118,67.0,35.6,31.4,21.2,11.9,118,74.5,34.7,39.8,18.6,6.8
117598503,"TIOGA",17,"WELLSBORO AREA SD",7,119,68.9,37.8,31.1,16.8,14.3,119,73.1,37.0,36.1,17.6,9.2
117598503,"TIOGA",17,"WELLSBORO AREA SD",8,135,66.0,35.6,30.4,20.7,13.3,135,74.1,43.0,31.1,15.6,10.4
117598503,"TIOGA",17,"WELLSBORO AREA SD",11,114,51.8,31.6,20.2,24.6,23.7,114,71.0,36.8,34.2,19.3,9.6
116604003,"UNION",16,"LEWISBURG AREA SD",3,134,96.0,81.0,15.0,3.0,1.0,134,80.0,51.0,29.0,13.0,7.0
116604003,"UNION",16,"LEWISBURG AREA SD",4,113,93.8,60.2,33.6,4.4,1.8,113,79.7,41.6,38.1,10.6,9.7
116604003,"UNION",16,"LEWISBURG AREA SD",5,113,87.6,63.7,23.9,7.1,5.3,113,80.5,46.9,33.6,8.0,11.5
116604003,"UNION",16,"LEWISBURG AREA SD",6,135,79.2,57.0,22.2,11.9,8.9,136,75.8,47.1,28.7,13.2,11.0
116604003,"UNION",16,"LEWISBURG AREA SD",7,136,91.9,71.3,20.6,4.4,3.7,136,88.2,61.0,27.2,8.1,3.7
116604003,"UNION",16,"LEWISBURG AREA SD",8,149,80.5,57.7,22.8,15.4,4.0,149,91.3,77.2,14.1,5.4,3.4
116604003,"UNION",16,"LEWISBURG AREA SD",11,147,67.3,34.0,33.3,17.0,15.6,147,82.3,57.8,24.5,11.6,6.1
116605003,"UNION",16,"MIFFLINBURG AREA SD",3,151,81.0,51.0,30.0,13.0,6.0,151,67.0,29.0,38.0,13.0,20.0
116605003,"UNION",16,"MIFFLINBURG AREA SD",4,189,87.3,56.6,30.7,4.2,8.5,189,67.8,28.6,39.2,19.6,12.7
116605003,"UNION",16,"MIFFLINBURG AREA SD",5,166,78.9,45.8,33.1,14.5,6.6,166,55.5,15.1,40.4,23.5,21.1
116605003,"UNION",16,"MIFFLINBURG AREA SD",6,171,85.4,54.4,31.0,9.9,4.7,171,79.5,42.1,37.4,14.0,6.4
116605003,"UNION",16,"MIFFLINBURG AREA SD",7,193,64.3,24.9,39.4,19.2,16.6,193,70.5,34.7,35.8,18.1,11.4
116605003,"UNION",16,"MIFFLINBURG AREA SD",8,213,60.1,32.9,27.2,25.4,14.6,213,77.0,51.2,25.8,10.8,12.2
116605003,"UNION",16,"MIFFLINBURG AREA SD",11,184,52.7,33.7,19.0,22.8,24.5,184,74.5,37.5,37.0,14.7,10.9
106611303,"VENANGO",6,"CRANBERRY AREA SD",3,98,87.0,61.0,26.0,9.0,4.0,98,70.0,33.0,37.0,14.0,16.0
106611303,"VENANGO",6,"CRANBERRY AREA SD",4,90,77.8,46.7,31.1,11.1,11.1,90,68.9,30.0,38.9,17.8,13.3
106611303,"VENANGO",6,"CRANBERRY AREA SD",5,89,84.2,62.9,21.3,9.0,6.7,89,66.3,13.5,52.8,14.6,19.1
106611303,"VENANGO",6,"CRANBERRY AREA SD",6,95,80.0,45.3,34.7,9.5,10.5,95,69.4,34.7,34.7,20.0,10.5
106611303,"VENANGO",6,"CRANBERRY AREA SD",7,107,80.4,50.5,29.9,5.6,14.0,107,63.5,32.7,30.8,19.6,16.8
106611303,"VENANGO",6,"CRANBERRY AREA SD",8,126,73.0,40.5,32.5,15.1,11.9,126,65.1,38.1,27.0,15.1,19.8
106611303,"VENANGO",6,"CRANBERRY AREA SD",11,108,47.2,18.5,28.7,23.1,29.6,108,64.8,20.4,44.4,16.7,18.5
106612203,"VENANGO",6,"FRANKLIN AREA SD",3,133,88.0,66.0,22.0,5.0,7.0,133,74.0,36.0,38.0,10.0,16.0
106612203,"VENANGO",6,"FRANKLIN AREA SD",4,152,63.8,28.9,34.9,17.1,19.1,153,64.0,23.5,40.5,13.7,22.2
106612203,"VENANGO",6,"FRANKLIN AREA SD",5,160,66.9,42.5,24.4,21.3,11.9,160,61.2,18.1,43.1,19.4,19.4
106612203,"VENANGO",6,"FRANKLIN AREA SD",6,165,66.7,37.6,29.1,18.2,15.2,164,65.2,31.7,33.5,19.5,15.2
106612203,"VENANGO",6,"FRANKLIN AREA SD",7,159,65.4,37.7,27.7,17.6,17.0,159,55.9,24.5,31.4,23.9,20.1
106612203,"VENANGO",6,"FRANKLIN AREA SD",8,185,55.7,31.4,24.3,23.8,20.5,185,60.6,34.1,26.5,16.2,23.2
106612203,"VENANGO",6,"FRANKLIN AREA SD",11,189,43.9,20.1,23.8,15.9,40.2,188,68.7,26.1,42.6,14.4,17.0
106616203,"VENANGO",6,"OIL CITY AREA SD",3,156,68.0,34.0,34.0,20.0,12.0,156,55.0,17.0,38.0,20.0,25.0
106616203,"VENANGO",6,"OIL CITY AREA SD",4,157,61.2,13.4,47.8,19.7,19.1,158,55.1,17.1,38.0,29.7,15.2
106616203,"VENANGO",6,"OIL CITY AREA SD",5,146,61.6,25.3,36.3,24.0,14.4,146,49.3,10.3,39.0,27.4,23.3
106616203,"VENANGO",6,"OIL CITY AREA SD",6,168,58.3,22.6,35.7,25.6,16.1,168,58.9,20.2,38.7,20.8,20.2
106616203,"VENANGO",6,"OIL CITY AREA SD",7,169,62.1,29.6,32.5,18.3,19.5,169,54.4,25.4,29.0,23.1,22.5
106616203,"VENANGO",6,"OIL CITY AREA SD",8,186,55.9,30.6,25.3,14.5,29.6,184,62.0,40.8,21.2,14.1,23.9
106616203,"VENANGO",6,"OIL CITY AREA SD",11,189,45.0,22.2,22.8,19.0,36.0,190,57.4,23.7,33.7,22.1,20.5
106617203,"VENANGO",6,"TITUSVILLE AREA SD",3,147,86.0,52.0,34.0,10.0,4.0,146,72.0,34.0,38.0,20.0,8.0
106617203,"VENANGO",6,"TITUSVILLE AREA SD",4,141,89.4,52.5,36.9,7.1,3.5,141,74.5,36.9,37.6,14.9,10.6
106617203,"VENANGO",6,"TITUSVILLE AREA SD",5,140,72.2,39.3,32.9,18.6,9.3,140,72.1,21.4,50.7,17.1,10.7
106617203,"VENANGO",6,"TITUSVILLE AREA SD",6,155,71.6,40.0,31.6,16.1,12.3,155,74.2,34.2,40.0,14.8,11.0
106617203,"VENANGO",6,"TITUSVILLE AREA SD",7,162,79.7,45.1,34.6,13.6,6.8,162,73.4,29.0,44.4,17.9,8.6
106617203,"VENANGO",6,"TITUSVILLE AREA SD",8,169,67.5,32.0,35.5,20.1,12.4,169,75.8,44.4,31.4,13.6,10.7
106617203,"VENANGO",6,"TITUSVILLE AREA SD",11,181,52.0,28.2,23.8,23.2,24.9,180,75.6,35.0,40.6,11.7,12.8
106618603,"VENANGO",6,"VALLEY GROVE SD",3,66,92.0,53.0,39.0,3.0,5.0,65,70.0,18.0,52.0,20.0,9.0
106618603,"VENANGO",6,"VALLEY GROVE SD",4,53,84.9,47.2,37.7,5.7,9.4,53,83.0,30.2,52.8,9.4,7.5
106618603,"VENANGO",6,"VALLEY GROVE SD",5,70,62.9,30.0,32.9,28.6,8.6,70,51.5,12.9,38.6,24.3,24.3
106618603,"VENANGO",6,"VALLEY GROVE SD",6,59,72.9,35.6,37.3,22.0,5.1,59,67.8,22.0,45.8,23.7,8.5
106618603,"VENANGO",6,"VALLEY GROVE SD",7,73,67.2,28.8,38.4,17.8,15.1,73,61.7,23.3,38.4,20.5,17.8
106618603,"VENANGO",6,"VALLEY GROVE SD",8,89,47.2,24.7,22.5,25.8,27.0,88,61.4,30.7,30.7,18.2,20.5
106618603,"VENANGO",6,"VALLEY GROVE SD",11,52,48.1,25.0,23.1,23.1,28.8,52,67.4,21.2,46.2,21.2,11.5
105628302,"WARREN",5,"WARREN COUNTY SD",3,352,86.0,52.0,34.0,11.0,3.0,352,72.0,30.0,42.0,16.0,12.0
105628302,"WARREN",5,"WARREN COUNTY SD",4,376,77.4,38.3,39.1,10.9,11.7,376,71.6,24.5,47.1,17.3,11.2
105628302,"WARREN",5,"WARREN COUNTY SD",5,367,64.3,27.8,36.5,22.6,13.1,369,58.6,17.1,41.5,23.6,17.9
105628302,"WARREN",5,"WARREN COUNTY SD",6,371,73.3,38.0,35.3,17.3,9.4,372,67.2,26.9,40.3,21.0,11.8
105628302,"WARREN",5,"WARREN COUNTY SD",7,420,71.0,35.5,35.5,17.4,11.7,421,69.6,34.7,34.9,16.9,13.5
105628302,"WARREN",5,"WARREN COUNTY SD",8,490,63.7,33.3,30.4,20.6,15.7,488,74.1,43.6,30.5,11.7,14.1
105628302,"WARREN",5,"WARREN COUNTY SD",11,428,54.7,29.0,25.7,18.7,26.6,426,70.7,37.6,33.1,15.5,13.8
101630504,"WASHINGTON",1,"AVELLA AREA SD",3,49,86.0,51.0,35.0,14.0,0.0,49,80.0,35.0,45.0,16.0,4.0
101630504,"WASHINGTON",1,"AVELLA AREA SD",4,60,81.7,31.7,50.0,8.3,10.0,60,66.6,23.3,43.3,18.3,15.0
101630504,"WASHINGTON",1,"AVELLA AREA SD",5,56,75.0,32.1,42.9,17.9,7.1,57,57.9,24.6,33.3,15.8,26.3
101630504,"WASHINGTON",1,"AVELLA AREA SD",6,50,66.0,28.0,38.0,18.0,16.0,52,69.3,38.5,30.8,21.2,9.6
101630504,"WASHINGTON",1,"AVELLA AREA SD",7,49,67.3,22.4,44.9,16.3,16.3,49,63.3,34.7,28.6,24.5,12.2
101630504,"WASHINGTON",1,"AVELLA AREA SD",8,62,77.4,33.9,43.5,14.5,8.1,61,77.1,52.5,24.6,13.1,9.8
101630504,"WASHINGTON",1,"AVELLA AREA SD",11,55,45.5,16.4,29.1,20.0,34.5,55,54.6,27.3,27.3,29.1,16.4
101630903,"WASHINGTON",1,"BENTWORTH SD",3,84,89.0,60.0,29.0,7.0,5.0,83,68.0,29.0,39.0,17.0,16.0
101630903,"WASHINGTON",1,"BENTWORTH SD",4,83,71.0,33.7,37.3,16.9,12.0,83,61.4,24.1,37.3,14.5,24.1
101630903,"WASHINGTON",1,"BENTWORTH SD",5,99,63.6,30.3,33.3,21.2,15.2,99,55.6,18.2,37.4,20.2,24.2
101630903,"WASHINGTON",1,"BENTWORTH SD",6,84,85.7,51.2,34.5,8.3,6.0,84,76.2,38.1,38.1,15.5,8.3
101630903,"WASHINGTON",1,"BENTWORTH SD",7,98,74.5,50.0,24.5,8.2,17.3,97,68.0,37.1,30.9,16.5,15.5
101630903,"WASHINGTON",1,"BENTWORTH SD",8,89,57.3,38.2,19.1,19.1,23.6,88,61.3,29.5,31.8,21.6,17.0
101630903,"WASHINGTON",1,"BENTWORTH SD",11,89,45.0,18.0,27.0,22.5,32.6,89,71.9,41.6,30.3,15.7,12.4
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",3,103,84.0,53.0,31.0,13.0,3.0,103,72.0,31.0,41.0,16.0,13.0
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",4,101,76.2,39.6,36.6,10.9,12.9,100,60.0,23.0,37.0,23.0,17.0
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",5,98,67.4,43.9,23.5,24.5,8.2,98,66.3,14.3,52.0,11.2,22.4
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",6,104,77.8,49.0,28.8,11.5,10.6,104,61.5,26.9,34.6,18.3,20.2
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",7,98,57.2,18.4,38.8,22.4,20.4,98,72.5,33.7,38.8,20.4,7.1
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",8,113,57.6,25.7,31.9,23.9,18.6,113,80.5,51.3,29.2,10.6,8.8
101631003,"WASHINGTON",1,"BETHLEHEM-CENTER SD",11,122,50.0,18.9,31.1,18.9,31.1,122,71.3,44.3,27.0,10.7,18.0
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",3,112,86.0,47.0,39.0,6.0,7.0,112,65.0,29.0,36.0,20.0,16.0
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",4,103,83.5,43.7,39.8,3.9,12.6,103,64.1,30.1,34.0,17.5,18.4
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",5,132,47.7,24.2,23.5,40.2,12.1,132,50.0,12.1,37.9,26.5,23.5
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",6,110,77.3,48.2,29.1,14.5,8.2,110,64.6,35.5,29.1,20.0,15.5
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",7,128,55.5,21.9,33.6,21.1,23.4,128,58.6,27.3,31.3,22.7,18.8
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",8,113,44.2,16.8,27.4,28.3,27.4,113,63.7,23.9,39.8,14.2,22.1
101631203,"WASHINGTON",1,"BURGETTSTOWN AREA SD",11,89,55.0,25.8,29.2,19.1,25.8,88,78.4,37.5,40.9,9.1,12.5
101631503,"WASHINGTON",1,"CALIFORNIA AREA SD",3,71,86.0,55.0,31.0,7.0,7.0,71,73.0,28.0,45.0,15.0,11.0
101631503,"WASHINGTON",1,"CALIFORNIA AREA SD",4,64,64.0,28.1,35.9,14.1,21.9,64,61.0,29.7,31.3,17.2,21.9
101631503,"WASHINGTON",1,"CALIFORNIA AREA SD",5,86,45.4,22.1,23.3,33.7,20.9,86,62.8,23.3,39.5,14.0,23.3
